state,county_fips,precinct,candidate,votes
Georgia,13045,COUNTY ADMIN BLDG (714A5),Donald Trump,734
Georgia,13045,COUNTY ADMIN BLDG (714A5),Hillary Clinton,539
Georgia,13045,COUNTY ADMIN BLDG (714A5),Others,86
Georgia,13045,EAST CARROLLTON REC (714A2),Donald Trump,517
Georgia,13045,EAST CARROLLTON REC (714A2),Hillary Clinton,371
Georgia,13045,EAST CARROLLTON REC (714A2),Others,35
Georgia,13045,EMC (714BN),Donald Trump,508
Georgia,13045,EMC (714BN),Hillary Clinton,268
Georgia,13045,EMC (714BN),Others,25
Georgia,13045,FAIRFIELD (1540),Donald Trump,1740
Georgia,13045,FAIRFIELD (1540),Hillary Clinton,632
Georgia,13045,FAIRFIELD (1540),Others,59
Georgia,13045,HULETT (1542),Donald Trump,1158
Georgia,13045,HULETT (1542),Hillary Clinton,191
Georgia,13045,HULETT (1542),Others,46
Georgia,13045,KANSAS (1006),Donald Trump,602
Georgia,13045,KANSAS (1006),Hillary Clinton,51
Georgia,13045,KANSAS (1006),Others,14
Georgia,13045,LOWELL (1163),Donald Trump,770
Georgia,13045,LOWELL (1163),Hillary Clinton,107
Georgia,13045,LOWELL (1163),Others,22
Georgia,13045,MT ZION (1240),Donald Trump,898
Georgia,13045,MT ZION (1240),Hillary Clinton,162
Georgia,13045,MT ZION (1240),Others,37
Georgia,13045,NEW HOPE (716),Donald Trump,436
Georgia,13045,NEW HOPE (716),Hillary Clinton,225
Georgia,13045,NEW HOPE (716),Others,14
Georgia,13045,OAK GROVE (715),Donald Trump,705
Georgia,13045,OAK GROVE (715),Hillary Clinton,191
Georgia,13045,OAK GROVE (715),Others,14
Georgia,13045,OLD CAMP CHURCH (714BW),Donald Trump,1070
Georgia,13045,OLD CAMP CHURCH (714BW),Hillary Clinton,310
Georgia,13045,OLD CAMP CHURCH (714BW),Others,51
Georgia,13045,ROOPVILLE (713),Donald Trump,753
Georgia,13045,ROOPVILLE (713),Hillary Clinton,146
Georgia,13045,ROOPVILLE (713),Others,29
Georgia,13045,SANDHILL (1122),Donald Trump,1634
Georgia,13045,SANDHILL (1122),Hillary Clinton,578
Georgia,13045,SANDHILL (1122),Others,63
Georgia,13045,TABERNACLE CHURCH (714A6),Donald Trump,535
Georgia,13045,TABERNACLE CHURCH (714A6),Hillary Clinton,321
Georgia,13045,TABERNACLE CHURCH (714A6),Others,33
Georgia,13045,TEMPLE CITY (650),Donald Trump,1182
Georgia,13045,TEMPLE CITY (650),Hillary Clinton,530
Georgia,13045,TEMPLE CITY (650),Others,66
Georgia,13045,TEMPLE COUNTY (649),Donald Trump,1674
Georgia,13045,TEMPLE COUNTY (649),Hillary Clinton,375
Georgia,13045,TEMPLE COUNTY (649),Others,68
Georgia,13045,TYUS (1533),Donald Trump,882
Georgia,13045,TYUS (1533),Hillary Clinton,165
Georgia,13045,TYUS (1533),Others,25
Georgia,13045,UNIVERSITY OF W. GA (714A4),Donald Trump,701
Georgia,13045,UNIVERSITY OF W. GA (714A4),Hillary Clinton,896
Georgia,13045,UNIVERSITY OF W. GA (714A4),Others,54
Georgia,13045,V R COUNTY NORTH (641),Donald Trump,1898
Georgia,13045,V R COUNTY NORTH (641),Hillary Clinton,703
Georgia,13045,V R COUNTY NORTH (641),Others,67
Georgia,13045,V R COUNTY SOUTH (640),Donald Trump,1183
Georgia,13045,V R COUNTY SOUTH (640),Hillary Clinton,299
Georgia,13045,V R COUNTY SOUTH (640),Others,40
Georgia,13045,VILLA RICA CITY (642),Donald Trump,1673
Georgia,13045,VILLA RICA CITY (642),Hillary Clinton,1403
Georgia,13045,VILLA RICA CITY (642),Others,107
Georgia,13045,WEST CARROLLTON (714A1),Donald Trump,325
Georgia,13045,WEST CARROLLTON (714A1),Hillary Clinton,1053
Georgia,13045,WEST CARROLLTON (714A1),Others,47
Georgia,13045,WHITESBURG (682),Donald Trump,1007
Georgia,13045,WHITESBURG (682),Hillary Clinton,150
Georgia,13045,WHITESBURG (682),Others,26
Georgia,13045,Write-ins,Others,282
Georgia,13047,BLACKSTOCK,Donald Trump,854
Georgia,13047,BLACKSTOCK,Hillary Clinton,143
Georgia,13047,BLACKSTOCK,Others,31
Georgia,13047,BOYNTON,Donald Trump,2886
Georgia,13047,BOYNTON,Hillary Clinton,660
Georgia,13047,BOYNTON,Others,111
Georgia,13047,CATOOSA KEITH,Donald Trump,1246
Georgia,13047,CATOOSA KEITH,Hillary Clinton,214
Georgia,13047,CATOOSA KEITH,Others,44
Georgia,13047,CHAMBERS,Donald Trump,1365
Georgia,13047,CHAMBERS,Hillary Clinton,258
Georgia,13047,CHAMBERS,Others,42
Georgia,13047,FORT OGLETHORPE,Donald Trump,1765
Georgia,13047,FORT OGLETHORPE,Hillary Clinton,486
Georgia,13047,FORT OGLETHORPE,Others,81
Georgia,13047,GRAYSVILLE,Donald Trump,1950
Georgia,13047,GRAYSVILLE,Hillary Clinton,442
Georgia,13047,GRAYSVILLE,Others,107
Georgia,13047,LAKEVIEW,Donald Trump,1421
Georgia,13047,LAKEVIEW,Hillary Clinton,372
Georgia,13047,LAKEVIEW,Others,69
Georgia,13047,POPLAR SPRINGS,Donald Trump,2123
Georgia,13047,POPLAR SPRINGS,Hillary Clinton,384
Georgia,13047,POPLAR SPRINGS,Others,88
Georgia,13047,RINGGOLD,Donald Trump,3412
Georgia,13047,RINGGOLD,Hillary Clinton,883
Georgia,13047,RINGGOLD,Others,163
Georgia,13047,WESTSIDE,Donald Trump,2334
Georgia,13047,WESTSIDE,Hillary Clinton,658
Georgia,13047,WESTSIDE,Others,88
Georgia,13047,WOODSTATION,Donald Trump,1520
Georgia,13047,WOODSTATION,Hillary Clinton,271
Georgia,13047,WOODSTATION,Others,57
Georgia,13047,Write-ins,Others,229
Georgia,13049,American Legion,Donald Trump,450
Georgia,13049,American Legion,Hillary Clinton,42
Georgia,13049,American Legion,Others,8
Georgia,13049,Folkston,Donald Trump,644
Georgia,13049,Folkston,Hillary Clinton,780
Georgia,13049,Folkston,Others,20
Georgia,13049,Folkston Fire,Donald Trump,411
Georgia,13049,Folkston Fire,Hillary Clinton,48
Georgia,13049,Folkston Fire,Others,10
Georgia,13049,GA Bend,Donald Trump,272
Georgia,13049,GA Bend,Hillary Clinton,17
Georgia,13049,GA Bend,Others,1
Georgia,13049,Homeland,Donald Trump,423
Georgia,13049,Homeland,Hillary Clinton,59
Georgia,13049,Homeland,Others,6
Georgia,13049,Racepond,Donald Trump,167
Georgia,13049,Racepond,Hillary Clinton,12
Georgia,13049,Racepond,Others,2
Georgia,13049,St. George,Donald Trump,393
Georgia,13049,St. George,Hillary Clinton,32
Georgia,13049,St. George,Others,5
Georgia,13049,Winokur,Donald Trump,191
Georgia,13049,Winokur,Hillary Clinton,14
Georgia,13049,Winokur,Others,2
Georgia,13049,Write-ins,Others,7
Georgia,13051,1-01 First Presbyterian Church,Donald Trump,917
Georgia,13051,1-01 First Presbyterian Church,Hillary Clinton,1285
Georgia,13051,1-01 First Presbyterian Church,Others,129
Georgia,13051,1-05 J E A Building,Donald Trump,559
Georgia,13051,1-05 J E A Building,Hillary Clinton,735
Georgia,13051,1-05 J E A Building,Others,89
Georgia,13051,1-06 Central Church of Christ,Donald Trump,793
Georgia,13051,1-06 Central Church of Christ,Hillary Clinton,563
Georgia,13051,1-06 Central Church of Christ,Others,53
Georgia,13051,1-08 Grace United Methodist Church,Donald Trump,599
Georgia,13051,1-08 Grace United Methodist Church,Hillary Clinton,437
Georgia,13051,1-08 Grace United Methodist Church,Others,38
Georgia,13051,1-09 Immanuel Baptist Church,Donald Trump,160
Georgia,13051,1-09 Immanuel Baptist Church,Hillary Clinton,217
Georgia,13051,1-09 Immanuel Baptist Church,Others,10
Georgia,13051,1-10 St. Thomas Episcopal Church,Donald Trump,568
Georgia,13051,1-10 St. Thomas Episcopal Church,Hillary Clinton,199
Georgia,13051,1-10 St. Thomas Episcopal Church,Others,27
Georgia,13051,1-12 Isle of Hope Baptist Center,Donald Trump,978
Georgia,13051,1-12 Isle of Hope Baptist Center,Hillary Clinton,417
Georgia,13051,1-12 Isle of Hope Baptist Center,Others,54
Georgia,13051,1-13 The Sanctuary,Donald Trump,476
Georgia,13051,1-13 The Sanctuary,Hillary Clinton,294
Georgia,13051,1-13 The Sanctuary,Others,39
Georgia,13051,1-14 St. Luke United Methodist Church,Donald Trump,734
Georgia,13051,1-14 St. Luke United Methodist Church,Hillary Clinton,391
Georgia,13051,1-14 St. Luke United Methodist Church,Others,32
Georgia,13051,1-16 Ferguson Ave Baptist Church,Donald Trump,1329
Georgia,13051,1-16 Ferguson Ave Baptist Church,Hillary Clinton,448
Georgia,13051,1-16 Ferguson Ave Baptist Church,Others,59
Georgia,13051,1-17 Islands Christian Church,Donald Trump,1449
Georgia,13051,1-17 Islands Christian Church,Hillary Clinton,628
Georgia,13051,1-17 Islands Christian Church,Others,88
Georgia,13051,2-02 Blackshear Community Center,Donald Trump,149
Georgia,13051,2-02 Blackshear Community Center,Hillary Clinton,634
Georgia,13051,2-02 Blackshear Community Center,Others,25
Georgia,13051,2-03 W. W. Law Center,Donald Trump,108
Georgia,13051,2-03 W. W. Law Center,Hillary Clinton,675
Georgia,13051,2-03 W. W. Law Center,Others,28
Georgia,13051,2-04 Fellowship of Love Community Church,Donald Trump,64
Georgia,13051,2-04 Fellowship of Love Community Church,Hillary Clinton,1537
Georgia,13051,2-04 Fellowship of Love Community Church,Others,31
Georgia,13051,2-05 Holy Spirit Lutheran Church,Donald Trump,108
Georgia,13051,2-05 Holy Spirit Lutheran Church,Hillary Clinton,953
Georgia,13051,2-05 Holy Spirit Lutheran Church,Others,35
Georgia,13051,2-06 Eli Whitney Complex,Donald Trump,37
Georgia,13051,2-06 Eli Whitney Complex,Hillary Clinton,245
Georgia,13051,2-06 Eli Whitney Complex,Others,10
Georgia,13051,2-07 Christ Community Church at Morningside,Donald Trump,197
Georgia,13051,2-07 Christ Community Church at Morningside,Hillary Clinton,1278
Georgia,13051,2-07 Christ Community Church at Morningside,Others,52
Georgia,13051,2-09 Salvation Army,Donald Trump,202
Georgia,13051,2-09 Salvation Army,Hillary Clinton,1553
Georgia,13051,2-09 Salvation Army,Others,55
Georgia,13051,2-11 Stillwell Towers,Donald Trump,153
Georgia,13051,2-11 Stillwell Towers,Hillary Clinton,768
Georgia,13051,2-11 Stillwell Towers,Others,29
Georgia,13051,2-12 Williams Court,Donald Trump,96
Georgia,13051,2-12 Williams Court,Hillary Clinton,657
Georgia,13051,2-12 Williams Court,Others,40
Georgia,13051,3-01 Old Courthouse,Donald Trump,123
Georgia,13051,3-01 Old Courthouse,Hillary Clinton,168
Georgia,13051,3-01 Old Courthouse,Others,14
Georgia,13051,3-02 Rose of Sharon,Donald Trump,361
Georgia,13051,3-02 Rose of Sharon,Hillary Clinton,614
Georgia,13051,3-02 Rose of Sharon,Others,45
Georgia,13051,3-03 Savannah High School,Donald Trump,58
Georgia,13051,3-03 Savannah High School,Hillary Clinton,472
Georgia,13051,3-03 Savannah High School,Others,7
Georgia,13051,3-04 1st African Baptist Church,Donald Trump,44
Georgia,13051,3-04 1st African Baptist Church,Hillary Clinton,772
Georgia,13051,3-04 1st African Baptist Church,Others,8
Georgia,13051,3-05 Aldersgate Youth Center,Donald Trump,257
Georgia,13051,3-05 Aldersgate Youth Center,Hillary Clinton,733
Georgia,13051,3-05 Aldersgate Youth Center,Others,48
Georgia,13051,3-08 Jenkins High School,Donald Trump,217
Georgia,13051,3-08 Jenkins High School,Hillary Clinton,462
Georgia,13051,3-08 Jenkins High School,Others,14
Georgia,13051,3-09 Cokesbury Methodist Church,Donald Trump,273
Georgia,13051,3-09 Cokesbury Methodist Church,Hillary Clinton,171
Georgia,13051,3-09 Cokesbury Methodist Church,Others,12
Georgia,13051,3-10 Bible Baptist Church,Donald Trump,200
Georgia,13051,3-10 Bible Baptist Church,Hillary Clinton,1227
Georgia,13051,3-10 Bible Baptist Church,Others,27
Georgia,13051,3-11 Southside Baptist Church,Donald Trump,152
Georgia,13051,3-11 Southside Baptist Church,Hillary Clinton,609
Georgia,13051,3-11 Southside Baptist Church,Others,19
Georgia,13051,3-12 Thunderbolt Municipal Complex,Donald Trump,449
Georgia,13051,3-12 Thunderbolt Municipal Complex,Hillary Clinton,552
Georgia,13051,3-12 Thunderbolt Municipal Complex,Others,41
Georgia,13051,3-13 New Covenant Seventh Day Adventist Church,Donald Trump,455
Georgia,13051,3-13 New Covenant Seventh Day Adventist Church,Hillary Clinton,1289
Georgia,13051,3-13 New Covenant Seventh Day Adventist Church,Others,35
Georgia,13051,3-14 Oglethorpe Charter Academy,Donald Trump,277
Georgia,13051,3-14 Oglethorpe Charter Academy,Hillary Clinton,1063
Georgia,13051,3-14 Oglethorpe Charter Academy,Others,34
Georgia,13051,3-15 Eli Whitney Complex,Donald Trump,265
Georgia,13051,3-15 Eli Whitney Complex,Hillary Clinton,253
Georgia,13051,3-15 Eli Whitney Complex,Others,13
Georgia,13051,4-02 Frank Murray Community Center,Donald Trump,871
Georgia,13051,4-02 Frank Murray Community Center,Hillary Clinton,485
Georgia,13051,4-02 Frank Murray Community Center,Others,57
Georgia,13051,4-04 Lighthouse Baptist Church,Donald Trump,1076
Georgia,13051,4-04 Lighthouse Baptist Church,Hillary Clinton,423
Georgia,13051,4-04 Lighthouse Baptist Church,Others,54
Georgia,13051,4-05 Saint Francis Episcopal,Donald Trump,1052
Georgia,13051,4-05 Saint Francis Episcopal,Hillary Clinton,437
Georgia,13051,4-05 Saint Francis Episcopal,Others,65
Georgia,13051,4-06 First Baptist Church of Island,Donald Trump,1023
Georgia,13051,4-06 First Baptist Church of Island,Hillary Clinton,383
Georgia,13051,4-06 First Baptist Church of Island,Others,60
Georgia,13051,4-07 Wilmington Island Methodist Church,Donald Trump,1396
Georgia,13051,4-07 Wilmington Island Methodist Church,Hillary Clinton,629
Georgia,13051,4-07 Wilmington Island Methodist Church,Others,88
Georgia,13051,4-08 Wilmington Island Presbyterian Church,Donald Trump,1326
Georgia,13051,4-08 Wilmington Island Presbyterian Church,Hillary Clinton,473
Georgia,13051,4-08 Wilmington Island Presbyterian Church,Others,60
Georgia,13051,4-10 Guard House Community Center,Donald Trump,653
Georgia,13051,4-10 Guard House Community Center,Hillary Clinton,362
Georgia,13051,4-10 Guard House Community Center,Others,32
Georgia,13051,4-11 Tybee School Cafeteria,Donald Trump,692
Georgia,13051,4-11 Tybee School Cafeteria,Hillary Clinton,446
Georgia,13051,4-11 Tybee School Cafeteria,Others,26
Georgia,13051,4-12 St. Peters Episcopal Church,Donald Trump,1213
Georgia,13051,4-12 St. Peters Episcopal Church,Hillary Clinton,519
Georgia,13051,4-12 St. Peters Episcopal Church,Others,45
Georgia,13051,4-13 Skidaway Island Presbyterian Church,Donald Trump,1301
Georgia,13051,4-13 Skidaway Island Presbyterian Church,Hillary Clinton,524
Georgia,13051,4-13 Skidaway Island Presbyterian Church,Others,36
Georgia,13051,4-14 Skidaway Island Methodist Church,Donald Trump,871
Georgia,13051,4-14 Skidaway Island Methodist Church,Hillary Clinton,405
Georgia,13051,4-14 Skidaway Island Methodist Church,Others,28
Georgia,13051,4-15 Skidaway Island State Park,Donald Trump,942
Georgia,13051,4-15 Skidaway Island State Park,Hillary Clinton,435
Georgia,13051,4-15 Skidaway Island State Park,Others,28
Georgia,13051,5-01 Bartlett Middle School,Donald Trump,133
Georgia,13051,5-01 Bartlett Middle School,Hillary Clinton,396
Georgia,13051,5-01 Bartlett Middle School,Others,10
Georgia,13051,5-02 Senior Citizens Center,Donald Trump,34
Georgia,13051,5-02 Senior Citizens Center,Hillary Clinton,360
Georgia,13051,5-02 Senior Citizens Center,Others,8
Georgia,13051,5-03 Butler Presbyterian Ed. Building,Donald Trump,11
Georgia,13051,5-03 Butler Presbyterian Ed. Building,Hillary Clinton,517
Georgia,13051,5-03 Butler Presbyterian Ed. Building,Others,8
Georgia,13051,5-05 Liberty City Community Center,Donald Trump,22
Georgia,13051,5-05 Liberty City Community Center,Hillary Clinton,1444
Georgia,13051,5-05 Liberty City Community Center,Others,14
Georgia,13051,5-06 Seed Church,Donald Trump,165
Georgia,13051,5-06 Seed Church,Hillary Clinton,1010
Georgia,13051,5-06 Seed Church,Others,27
Georgia,13051,5-07 Elks Lodge,Donald Trump,215
Georgia,13051,5-07 Elks Lodge,Hillary Clinton,689
Georgia,13051,5-07 Elks Lodge,Others,30
Georgia,13051,5-08 Savannah Primitive Baptist Church,Donald Trump,303
Georgia,13051,5-08 Savannah Primitive Baptist Church,Hillary Clinton,662
Georgia,13051,5-08 Savannah Primitive Baptist Church,Others,32
Georgia,13051,5-10 Jonesville Baptist Church,Donald Trump,65
Georgia,13051,5-10 Jonesville Baptist Church,Hillary Clinton,1744
Georgia,13051,5-10 Jonesville Baptist Church,Others,17
Georgia,13051,5-11 Largo Tibet School,Donald Trump,347
Georgia,13051,5-11 Largo Tibet School,Hillary Clinton,1107
Georgia,13051,5-11 Largo Tibet School,Others,34
Georgia,13051,6-01 White Bluff Presbyterian Church,Donald Trump,375
Georgia,13051,6-01 White Bluff Presbyterian Church,Hillary Clinton,586
Georgia,13051,6-01 White Bluff Presbyterian Church,Others,57
Georgia,13051,6-02 Windsor Forest Baptist School,Donald Trump,914
Georgia,13051,6-02 Windsor Forest Baptist School,Hillary Clinton,669
Georgia,13051,6-02 Windsor Forest Baptist School,Others,46
Georgia,13051,6-03 Crusader Community Center,Donald Trump,647
Georgia,13051,6-03 Crusader Community Center,Hillary Clinton,871
Georgia,13051,6-03 Crusader Community Center,Others,54
Georgia,13051,6-05 Windsor Elem./ Golden Age,Donald Trump,387
Georgia,13051,6-05 Windsor Elem./ Golden Age,Hillary Clinton,617
Georgia,13051,6-05 Windsor Elem./ Golden Age,Others,38
Georgia,13051,6-06 The Light,Donald Trump,398
Georgia,13051,6-06 The Light,Hillary Clinton,360
Georgia,13051,6-06 The Light,Others,24
Georgia,13051,6-08 Savannah Commons,Donald Trump,317
Georgia,13051,6-08 Savannah Commons,Hillary Clinton,808
Georgia,13051,6-08 Savannah Commons,Others,39
Georgia,13051,6-09 Trinity Lutheran Church,Donald Trump,935
Georgia,13051,6-09 Trinity Lutheran Church,Hillary Clinton,1187
Georgia,13051,6-09 Trinity Lutheran Church,Others,94
Georgia,13051,6-10 Georgetown Elementary,Donald Trump,1193
Georgia,13051,6-10 Georgetown Elementary,Hillary Clinton,1202
Georgia,13051,6-10 Georgetown Elementary,Others,82
Georgia,13051,6-11 Coastal Georgia Botanical Gardens,Donald Trump,779
Georgia,13051,6-11 Coastal Georgia Botanical Gardens,Hillary Clinton,1342
Georgia,13051,6-11 Coastal Georgia Botanical Gardens,Others,88
Georgia,13051,7-01 Garden City Senior Center,Donald Trump,460
Georgia,13051,7-01 Garden City Senior Center,Hillary Clinton,318
Georgia,13051,7-01 Garden City Senior Center,Others,12
Georgia,13051,7-03 Preston B. Edwards Gymnasium,Donald Trump,521
Georgia,13051,7-03 Preston B. Edwards Gymnasium,Hillary Clinton,208
Georgia,13051,7-03 Preston B. Edwards Gymnasium,Others,28
Georgia,13051,7-04 Lakeshore Community Center,Donald Trump,700
Georgia,13051,7-04 Lakeshore Community Center,Hillary Clinton,1439
Georgia,13051,7-04 Lakeshore Community Center,Others,62
Georgia,13051,7-05 Woodlawn Baptist Church,Donald Trump,273
Georgia,13051,7-05 Woodlawn Baptist Church,Hillary Clinton,330
Georgia,13051,7-05 Woodlawn Baptist Church,Others,21
Georgia,13051,7-06 Pooler City Hall,Donald Trump,900
Georgia,13051,7-06 Pooler City Hall,Hillary Clinton,667
Georgia,13051,7-06 Pooler City Hall,Others,51
