state,county_fips,precinct,candidate,votes
Minnesota,27053,EDINA P-06|880,Others,144
Minnesota,27053,EDINA P-07|885,Donald Trump,426
Minnesota,27053,EDINA P-07|885,Hillary Clinton,738
Minnesota,27053,EDINA P-07|885,Others,102
Minnesota,27053,EDINA P-08|890,Donald Trump,545
Minnesota,27053,EDINA P-08|890,Hillary Clinton,949
Minnesota,27053,EDINA P-08|890,Others,161
Minnesota,27053,EDINA P-09|895,Donald Trump,438
Minnesota,27053,EDINA P-09|895,Hillary Clinton,969
Minnesota,27053,EDINA P-09|895,Others,158
Minnesota,27053,EDINA P-10C|900,Donald Trump,486
Minnesota,27053,EDINA P-10C|900,Hillary Clinton,692
Minnesota,27053,EDINA P-10C|900,Others,101
Minnesota,27053,EDINA P-11|905,Donald Trump,606
Minnesota,27053,EDINA P-11|905,Hillary Clinton,1102
Minnesota,27053,EDINA P-11|905,Others,166
Minnesota,27053,EDINA P-12|910,Donald Trump,254
Minnesota,27053,EDINA P-12|910,Hillary Clinton,367
Minnesota,27053,EDINA P-12|910,Others,59
Minnesota,27053,EDINA P-13|915,Donald Trump,331
Minnesota,27053,EDINA P-13|915,Hillary Clinton,713
Minnesota,27053,EDINA P-13|915,Others,75
Minnesota,27053,EDINA P-14|920,Donald Trump,432
Minnesota,27053,EDINA P-14|920,Hillary Clinton,1226
Minnesota,27053,EDINA P-14|920,Others,154
Minnesota,27053,EDINA P-15C|925,Donald Trump,641
Minnesota,27053,EDINA P-15C|925,Hillary Clinton,879
Minnesota,27053,EDINA P-15C|925,Others,109
Minnesota,27053,EDINA P-16|930,Donald Trump,554
Minnesota,27053,EDINA P-16|930,Hillary Clinton,1062
Minnesota,27053,EDINA P-16|930,Others,135
Minnesota,27053,EDINA P-17|935,Donald Trump,361
Minnesota,27053,EDINA P-17|935,Hillary Clinton,847
Minnesota,27053,EDINA P-17|935,Others,90
Minnesota,27053,EDINA P-18|940,Donald Trump,684
Minnesota,27053,EDINA P-18|940,Hillary Clinton,1493
Minnesota,27053,EDINA P-18|940,Others,121
Minnesota,27053,EDINA P-19C|945,Donald Trump,468
Minnesota,27053,EDINA P-19C|945,Hillary Clinton,629
Minnesota,27053,EDINA P-19C|945,Others,55
Minnesota,27053,EXCELSIOR P-01|965,Donald Trump,522
Minnesota,27053,EXCELSIOR P-01|965,Hillary Clinton,716
Minnesota,27053,EXCELSIOR P-01|965,Others,120
Minnesota,27053,FORT SNELLING P-01|975,Donald Trump,25
Minnesota,27053,FORT SNELLING P-01|975,Hillary Clinton,57
Minnesota,27053,FORT SNELLING P-01|975,Others,10
Minnesota,27053,GOLDEN VALLEY P-1A|985,Donald Trump,295
Minnesota,27053,GOLDEN VALLEY P-1A|985,Hillary Clinton,1108
Minnesota,27053,GOLDEN VALLEY P-1A|985,Others,141
Minnesota,27053,GOLDEN VALLEY P-2A|990,Donald Trump,469
Minnesota,27053,GOLDEN VALLEY P-2A|990,Hillary Clinton,1550
Minnesota,27053,GOLDEN VALLEY P-2A|990,Others,192
Minnesota,27053,GOLDEN VALLEY P-3C|1000,Donald Trump,296
Minnesota,27053,GOLDEN VALLEY P-3C|1000,Hillary Clinton,1113
Minnesota,27053,GOLDEN VALLEY P-3C|1000,Others,90
Minnesota,27053,GOLDEN VALLEY P-4|1005,Donald Trump,480
Minnesota,27053,GOLDEN VALLEY P-4|1005,Hillary Clinton,996
Minnesota,27053,GOLDEN VALLEY P-4|1005,Others,126
Minnesota,27053,GOLDEN VALLEY P-5C|1010,Donald Trump,300
Minnesota,27053,GOLDEN VALLEY P-5C|1010,Hillary Clinton,1073
Minnesota,27053,GOLDEN VALLEY P-5C|1010,Others,101
Minnesota,27053,GOLDEN VALLEY P-6|1015,Donald Trump,520
Minnesota,27053,GOLDEN VALLEY P-6|1015,Hillary Clinton,1182
Minnesota,27053,GOLDEN VALLEY P-6|1015,Others,143
Minnesota,27053,GOLDEN VALLEY P-7B|1020,Donald Trump,507
Minnesota,27053,GOLDEN VALLEY P-7B|1020,Hillary Clinton,1147
Minnesota,27053,GOLDEN VALLEY P-7B|1020,Others,153
Minnesota,27053,GOLDEN VALLEY P-8B|1025,Donald Trump,446
Minnesota,27053,GOLDEN VALLEY P-8B|1025,Hillary Clinton,1196
Minnesota,27053,GOLDEN VALLEY P-8B|1025,Others,147
Minnesota,27053,GREENFIELD P-01|1050,Donald Trump,1203
Minnesota,27053,GREENFIELD P-01|1050,Hillary Clinton,466
Minnesota,27053,GREENFIELD P-01|1050,Others,124
Minnesota,27053,GREENWOOD P-01|1065,Donald Trump,239
Minnesota,27053,GREENWOOD P-01|1065,Hillary Clinton,251
Minnesota,27053,GREENWOOD P-01|1065,Others,41
Minnesota,27053,HANOVER P-1|1080,Donald Trump,232
Minnesota,27053,HANOVER P-1|1080,Hillary Clinton,105
Minnesota,27053,HANOVER P-1|1080,Others,29
Minnesota,27053,HOPKINS P-01|1110,Donald Trump,328
Minnesota,27053,HOPKINS P-01|1110,Hillary Clinton,840
Minnesota,27053,HOPKINS P-01|1110,Others,109
Minnesota,27053,HOPKINS P-02|1115,Donald Trump,407
Minnesota,27053,HOPKINS P-02|1115,Hillary Clinton,1231
Minnesota,27053,HOPKINS P-02|1115,Others,201
Minnesota,27053,HOPKINS P-03|1120,Donald Trump,399
Minnesota,27053,HOPKINS P-03|1120,Hillary Clinton,793
Minnesota,27053,HOPKINS P-03|1120,Others,123
Minnesota,27053,HOPKINS P-04|1125,Donald Trump,351
Minnesota,27053,HOPKINS P-04|1125,Hillary Clinton,963
Minnesota,27053,HOPKINS P-04|1125,Others,124
Minnesota,27053,HOPKINS P-05|1130,Donald Trump,344
Minnesota,27053,HOPKINS P-05|1130,Hillary Clinton,947
Minnesota,27053,HOPKINS P-05|1130,Others,154
Minnesota,27053,HOPKINS P-06|1135,Donald Trump,523
Minnesota,27053,HOPKINS P-06|1135,Hillary Clinton,1129
Minnesota,27053,HOPKINS P-06|1135,Others,183
Minnesota,27053,INDEPENDENCE P-01|1150,Donald Trump,1428
Minnesota,27053,INDEPENDENCE P-01|1150,Hillary Clinton,793
Minnesota,27053,INDEPENDENCE P-01|1150,Others,216
Minnesota,27053,LONG LAKE P-01|1160,Donald Trump,509
Minnesota,27053,LONG LAKE P-01|1160,Hillary Clinton,529
Minnesota,27053,LONG LAKE P-01|1160,Others,91
Minnesota,27053,LORETTO P-01|1170,Donald Trump,249
Minnesota,27053,LORETTO P-01|1170,Hillary Clinton,110
Minnesota,27053,LORETTO P-01|1170,Others,50
Minnesota,27053,MAPLE GROVE P-01|1190,Donald Trump,807
Minnesota,27053,MAPLE GROVE P-01|1190,Hillary Clinton,787
Minnesota,27053,MAPLE GROVE P-01|1190,Others,164
Minnesota,27053,MAPLE GROVE P-02|1195,Donald Trump,717
Minnesota,27053,MAPLE GROVE P-02|1195,Hillary Clinton,731
Minnesota,27053,MAPLE GROVE P-02|1195,Others,157
Minnesota,27053,MAPLE GROVE P-03|1200,Donald Trump,633
Minnesota,27053,MAPLE GROVE P-03|1200,Hillary Clinton,638
Minnesota,27053,MAPLE GROVE P-03|1200,Others,149
Minnesota,27053,MAPLE GROVE P-04|1205,Donald Trump,575
Minnesota,27053,MAPLE GROVE P-04|1205,Hillary Clinton,547
Minnesota,27053,MAPLE GROVE P-04|1205,Others,131
Minnesota,27053,MAPLE GROVE P-05|1210,Donald Trump,769
Minnesota,27053,MAPLE GROVE P-05|1210,Hillary Clinton,804
Minnesota,27053,MAPLE GROVE P-05|1210,Others,161
Minnesota,27053,MAPLE GROVE P-06|1215,Donald Trump,665
Minnesota,27053,MAPLE GROVE P-06|1215,Hillary Clinton,802
Minnesota,27053,MAPLE GROVE P-06|1215,Others,141
Minnesota,27053,MAPLE GROVE P-07|1220,Donald Trump,840
Minnesota,27053,MAPLE GROVE P-07|1220,Hillary Clinton,887
Minnesota,27053,MAPLE GROVE P-07|1220,Others,161
Minnesota,27053,MAPLE GROVE P-08|1225,Donald Trump,813
Minnesota,27053,MAPLE GROVE P-08|1225,Hillary Clinton,731
Minnesota,27053,MAPLE GROVE P-08|1225,Others,138
Minnesota,27053,MAPLE GROVE P-09|1230,Donald Trump,901
Minnesota,27053,MAPLE GROVE P-09|1230,Hillary Clinton,818
Minnesota,27053,MAPLE GROVE P-09|1230,Others,208
Minnesota,27053,MAPLE GROVE P-10|1235,Donald Trump,785
Minnesota,27053,MAPLE GROVE P-10|1235,Hillary Clinton,897
Minnesota,27053,MAPLE GROVE P-10|1235,Others,153
Minnesota,27053,MAPLE GROVE P-11|1240,Donald Trump,902
Minnesota,27053,MAPLE GROVE P-11|1240,Hillary Clinton,994
Minnesota,27053,MAPLE GROVE P-11|1240,Others,190
Minnesota,27053,MAPLE GROVE P-12|1245,Donald Trump,688
Minnesota,27053,MAPLE GROVE P-12|1245,Hillary Clinton,826
Minnesota,27053,MAPLE GROVE P-12|1245,Others,139
Minnesota,27053,MAPLE GROVE P-13|1250,Donald Trump,696
Minnesota,27053,MAPLE GROVE P-13|1250,Hillary Clinton,871
Minnesota,27053,MAPLE GROVE P-13|1250,Others,180
Minnesota,27053,MAPLE GROVE P-14|1255,Donald Trump,665
Minnesota,27053,MAPLE GROVE P-14|1255,Hillary Clinton,609
Minnesota,27053,MAPLE GROVE P-14|1255,Others,139
Minnesota,27053,MAPLE GROVE P-15|1260,Donald Trump,619
Minnesota,27053,MAPLE GROVE P-15|1260,Hillary Clinton,766
Minnesota,27053,MAPLE GROVE P-15|1260,Others,150
Minnesota,27053,MAPLE GROVE P-16|1265,Donald Trump,856
Minnesota,27053,MAPLE GROVE P-16|1265,Hillary Clinton,871
Minnesota,27053,MAPLE GROVE P-16|1265,Others,168
Minnesota,27053,MAPLE GROVE P-17|1270,Donald Trump,668
Minnesota,27053,MAPLE GROVE P-17|1270,Hillary Clinton,815
Minnesota,27053,MAPLE GROVE P-17|1270,Others,151
Minnesota,27053,MAPLE GROVE P-18|1275,Donald Trump,773
Minnesota,27053,MAPLE GROVE P-18|1275,Hillary Clinton,953
Minnesota,27053,MAPLE GROVE P-18|1275,Others,178
Minnesota,27053,MAPLE GROVE P-19|1280,Donald Trump,609
Minnesota,27053,MAPLE GROVE P-19|1280,Hillary Clinton,589
Minnesota,27053,MAPLE GROVE P-19|1280,Others,103
Minnesota,27053,MAPLE GROVE P-20|1285,Donald Trump,1040
Minnesota,27053,MAPLE GROVE P-20|1285,Hillary Clinton,893
Minnesota,27053,MAPLE GROVE P-20|1285,Others,201
Minnesota,27053,MAPLE GROVE P-21|1290,Donald Trump,685
Minnesota,27053,MAPLE GROVE P-21|1290,Hillary Clinton,880
Minnesota,27053,MAPLE GROVE P-21|1290,Others,169
Minnesota,27053,MAPLE GROVE P-22|1295,Donald Trump,774
Minnesota,27053,MAPLE GROVE P-22|1295,Hillary Clinton,737
Minnesota,27053,MAPLE GROVE P-22|1295,Others,150
Minnesota,27053,MAPLE GROVE P-23|1300,Donald Trump,619
Minnesota,27053,MAPLE GROVE P-23|1300,Hillary Clinton,587
Minnesota,27053,MAPLE GROVE P-23|1300,Others,115
Minnesota,27053,MAPLE GROVE P-24|1305,Donald Trump,315
Minnesota,27053,MAPLE GROVE P-24|1305,Hillary Clinton,366
Minnesota,27053,MAPLE GROVE P-24|1305,Others,50
Minnesota,27053,MAPLE PLAIN P-01|1335,Donald Trump,481
Minnesota,27053,MAPLE PLAIN P-01|1335,Hillary Clinton,410
Minnesota,27053,MAPLE PLAIN P-01|1335,Others,104
Minnesota,27053,MEDICINE LAKE P-01|1345,Donald Trump,66
Minnesota,27053,MEDICINE LAKE P-01|1345,Hillary Clinton,147
Minnesota,27053,MEDICINE LAKE P-01|1345,Others,26
Minnesota,27053,MEDINA P-1A|1350,Donald Trump,721
Minnesota,27053,MEDINA P-1A|1350,Hillary Clinton,558
Minnesota,27053,MEDINA P-1A|1350,Others,143
Minnesota,27053,MEDINA P-1B|1355,Donald Trump,1132
Minnesota,27053,MEDINA P-1B|1355,Hillary Clinton,921
Minnesota,27053,MEDINA P-1B|1355,Others,186
Minnesota,27053,MINNEAPOLIS W-1 P-01|1360,Donald Trump,162
Minnesota,27053,MINNEAPOLIS W-1 P-01|1360,Hillary Clinton,595
Minnesota,27053,MINNEAPOLIS W-1 P-01|1360,Others,96
Minnesota,27053,MINNEAPOLIS W-1 P-02|1365,Donald Trump,466
Minnesota,27053,MINNEAPOLIS W-1 P-02|1365,Hillary Clinton,1806
Minnesota,27053,MINNEAPOLIS W-1 P-02|1365,Others,230
Minnesota,27053,MINNEAPOLIS W-1 P-03|1370,Donald Trump,315
Minnesota,27053,MINNEAPOLIS W-1 P-03|1370,Hillary Clinton,1692
Minnesota,27053,MINNEAPOLIS W-1 P-03|1370,Others,212
Minnesota,27053,MINNEAPOLIS W-1 P-04|1375,Donald Trump,303
Minnesota,27053,MINNEAPOLIS W-1 P-04|1375,Hillary Clinton,1569
Minnesota,27053,MINNEAPOLIS W-1 P-04|1375,Others,200
Minnesota,27053,MINNEAPOLIS W-1 P-05|1380,Donald Trump,255
Minnesota,27053,MINNEAPOLIS W-1 P-05|1380,Hillary Clinton,1307
Minnesota,27053,MINNEAPOLIS W-1 P-05|1380,Others,147
Minnesota,27053,MINNEAPOLIS W-1 P-06|1385,Donald Trump,300
Minnesota,27053,MINNEAPOLIS W-1 P-06|1385,Hillary Clinton,1615
Minnesota,27053,MINNEAPOLIS W-1 P-06|1385,Others,223
Minnesota,27053,MINNEAPOLIS W-1 P-07|1390,Donald Trump,196
Minnesota,27053,MINNEAPOLIS W-1 P-07|1390,Hillary Clinton,1267
Minnesota,27053,MINNEAPOLIS W-1 P-07|1390,Others,250
Minnesota,27053,MINNEAPOLIS W-1 P-08|1395,Donald Trump,143
Minnesota,27053,MINNEAPOLIS W-1 P-08|1395,Hillary Clinton,1002
Minnesota,27053,MINNEAPOLIS W-1 P-08|1395,Others,115
Minnesota,27053,MINNEAPOLIS W-1 P-09|1400,Donald Trump,289
Minnesota,27053,MINNEAPOLIS W-1 P-09|1400,Hillary Clinton,1702
Minnesota,27053,MINNEAPOLIS W-1 P-09|1400,Others,208
Minnesota,27053,MINNEAPOLIS W-1 P-10|1405,Donald Trump,169
Minnesota,27053,MINNEAPOLIS W-1 P-10|1405,Hillary Clinton,634
Minnesota,27053,MINNEAPOLIS W-1 P-10|1405,Others,83
Minnesota,27053,MINNEAPOLIS W-10 P-01|1805,Donald Trump,136
Minnesota,27053,MINNEAPOLIS W-10 P-01|1805,Hillary Clinton,1703
Minnesota,27053,MINNEAPOLIS W-10 P-01|1805,Others,163
Minnesota,27053,MINNEAPOLIS W-10 P-02|1810,Donald Trump,429
Minnesota,27053,MINNEAPOLIS W-10 P-02|1810,Hillary Clinton,2478
Minnesota,27053,MINNEAPOLIS W-10 P-02|1810,Others,301
Minnesota,27053,MINNEAPOLIS W-10 P-03A|1815,Donald Trump,210
Minnesota,27053,MINNEAPOLIS W-10 P-03A|1815,Hillary Clinton,1437
Minnesota,27053,MINNEAPOLIS W-10 P-03A|1815,Others,115
Minnesota,27053,MINNEAPOLIS W-10 P-03B|1817,Donald Trump,0
Minnesota,27053,MINNEAPOLIS W-10 P-03B|1817,Hillary Clinton,0
Minnesota,27053,MINNEAPOLIS W-10 P-03B|1817,Others,0
Minnesota,27053,MINNEAPOLIS W-10 P-04|1820,Donald Trump,178
Minnesota,27053,MINNEAPOLIS W-10 P-04|1820,Hillary Clinton,1452
Minnesota,27053,MINNEAPOLIS W-10 P-04|1820,Others,148
Minnesota,27053,MINNEAPOLIS W-10 P-05A|1825,Donald Trump,133
Minnesota,27053,MINNEAPOLIS W-10 P-05A|1825,Hillary Clinton,1235
Minnesota,27053,MINNEAPOLIS W-10 P-05A|1825,Others,114
Minnesota,27053,MINNEAPOLIS W-10 P-05B|1827,Donald Trump,0
Minnesota,27053,MINNEAPOLIS W-10 P-05B|1827,Hillary Clinton,0
Minnesota,27053,MINNEAPOLIS W-10 P-05B|1827,Others,0
Minnesota,27053,MINNEAPOLIS W-10 P-06|1830,Donald Trump,206
Minnesota,27053,MINNEAPOLIS W-10 P-06|1830,Hillary Clinton,1834
Minnesota,27053,MINNEAPOLIS W-10 P-06|1830,Others,179
Minnesota,27053,MINNEAPOLIS W-10 P-07|1835,Donald Trump,113
Minnesota,27053,MINNEAPOLIS W-10 P-07|1835,Hillary Clinton,1291
Minnesota,27053,MINNEAPOLIS W-10 P-07|1835,Others,155
Minnesota,27053,MINNEAPOLIS W-10 P-08|1840,Donald Trump,66
Minnesota,27053,MINNEAPOLIS W-10 P-08|1840,Hillary Clinton,1151
Minnesota,27053,MINNEAPOLIS W-10 P-08|1840,Others,108
Minnesota,27053,MINNEAPOLIS W-10 P-09|1845,Donald Trump,145
Minnesota,27053,MINNEAPOLIS W-10 P-09|1845,Hillary Clinton,1673
Minnesota,27053,MINNEAPOLIS W-10 P-09|1845,Others,216
Minnesota,27053,MINNEAPOLIS W-10 P-10|1850,Donald Trump,133
Minnesota,27053,MINNEAPOLIS W-10 P-10|1850,Hillary Clinton,1458
Minnesota,27053,MINNEAPOLIS W-10 P-10|1850,Others,133
Minnesota,27053,MINNEAPOLIS W-11 P-01|1860,Donald Trump,166
Minnesota,27053,MINNEAPOLIS W-11 P-01|1860,Hillary Clinton,1317
Minnesota,27053,MINNEAPOLIS W-11 P-01|1860,Others,103
Minnesota,27053,MINNEAPOLIS W-11 P-02|1865,Donald Trump,310
Minnesota,27053,MINNEAPOLIS W-11 P-02|1865,Hillary Clinton,1732
Minnesota,27053,MINNEAPOLIS W-11 P-02|1865,Others,127
Minnesota,27053,MINNEAPOLIS W-11 P-03|1870,Donald Trump,257
Minnesota,27053,MINNEAPOLIS W-11 P-03|1870,Hillary Clinton,1469
Minnesota,27053,MINNEAPOLIS W-11 P-03|1870,Others,135
Minnesota,27053,MINNEAPOLIS W-11 P-04|1875,Donald Trump,260
Minnesota,27053,MINNEAPOLIS W-11 P-04|1875,Hillary Clinton,2026
Minnesota,27053,MINNEAPOLIS W-11 P-04|1875,Others,192
Minnesota,27053,MINNEAPOLIS W-11 P-05|1880,Donald Trump,152
Minnesota,27053,MINNEAPOLIS W-11 P-05|1880,Hillary Clinton,1117
Minnesota,27053,MINNEAPOLIS W-11 P-05|1880,Others,95
Minnesota,27053,MINNEAPOLIS W-11 P-06|1885,Donald Trump,338
Minnesota,27053,MINNEAPOLIS W-11 P-06|1885,Hillary Clinton,1789
Minnesota,27053,MINNEAPOLIS W-11 P-06|1885,Others,160
Minnesota,27053,MINNEAPOLIS W-11 P-07|1890,Donald Trump,348
Minnesota,27053,MINNEAPOLIS W-11 P-07|1890,Hillary Clinton,1600
Minnesota,27053,MINNEAPOLIS W-11 P-07|1890,Others,176
Minnesota,27053,MINNEAPOLIS W-11 P-08|1895,Donald Trump,371
Minnesota,27053,MINNEAPOLIS W-11 P-08|1895,Hillary Clinton,1426
Minnesota,27053,MINNEAPOLIS W-11 P-08|1895,Others,172
Minnesota,27053,MINNEAPOLIS W-11 P-09|1900,Donald Trump,191
Minnesota,27053,MINNEAPOLIS W-11 P-09|1900,Hillary Clinton,853
Minnesota,27053,MINNEAPOLIS W-11 P-09|1900,Others,98
Minnesota,27053,MINNEAPOLIS W-11 P-10|1902,Donald Trump,283
Minnesota,27053,MINNEAPOLIS W-11 P-10|1902,Hillary Clinton,1119
Minnesota,27053,MINNEAPOLIS W-11 P-10|1902,Others,123
Minnesota,27053,MINNEAPOLIS W-12 P-01|1905,Donald Trump,236
Minnesota,27053,MINNEAPOLIS W-12 P-01|1905,Hillary Clinton,1874
Minnesota,27053,MINNEAPOLIS W-12 P-01|1905,Others,174
Minnesota,27053,MINNEAPOLIS W-12 P-02|1910,Donald Trump,243
Minnesota,27053,MINNEAPOLIS W-12 P-02|1910,Hillary Clinton,1737
Minnesota,27053,MINNEAPOLIS W-12 P-02|1910,Others,145
Minnesota,27053,MINNEAPOLIS W-12 P-03|1915,Donald Trump,295
Minnesota,27053,MINNEAPOLIS W-12 P-03|1915,Hillary Clinton,2000
Minnesota,27053,MINNEAPOLIS W-12 P-03|1915,Others,185
Minnesota,27053,MINNEAPOLIS W-12 P-04|1920,Donald Trump,147
Minnesota,27053,MINNEAPOLIS W-12 P-04|1920,Hillary Clinton,960
Minnesota,27053,MINNEAPOLIS W-12 P-04|1920,Others,93
Minnesota,27053,MINNEAPOLIS W-12 P-05|1925,Donald Trump,203
Minnesota,27053,MINNEAPOLIS W-12 P-05|1925,Hillary Clinton,1294
Minnesota,27053,MINNEAPOLIS W-12 P-05|1925,Others,125
Minnesota,27053,MINNEAPOLIS W-12 P-06|1930,Donald Trump,198
Minnesota,27053,MINNEAPOLIS W-12 P-06|1930,Hillary Clinton,1106
Minnesota,27053,MINNEAPOLIS W-12 P-06|1930,Others,112
Minnesota,27053,MINNEAPOLIS W-12 P-07|1935,Donald Trump,47
Minnesota,27053,MINNEAPOLIS W-12 P-07|1935,Hillary Clinton,82
Minnesota,27053,MINNEAPOLIS W-12 P-07|1935,Others,13
Minnesota,27053,MINNEAPOLIS W-12 P-08|1940,Donald Trump,100
Minnesota,27053,MINNEAPOLIS W-12 P-08|1940,Hillary Clinton,864
Minnesota,27053,MINNEAPOLIS W-12 P-08|1940,Others,101
Minnesota,27053,MINNEAPOLIS W-12 P-09|1945,Donald Trump,221
Minnesota,27053,MINNEAPOLIS W-12 P-09|1945,Hillary Clinton,1248
Minnesota,27053,MINNEAPOLIS W-12 P-09|1945,Others,147
Minnesota,27053,MINNEAPOLIS W-12 P-10|1950,Donald Trump,352
Minnesota,27053,MINNEAPOLIS W-12 P-10|1950,Hillary Clinton,1250
Minnesota,27053,MINNEAPOLIS W-12 P-10|1950,Others,177
Minnesota,27053,MINNEAPOLIS W-12 P-11|1955,Donald Trump,209
Minnesota,27053,MINNEAPOLIS W-12 P-11|1955,Hillary Clinton,1087
Minnesota,27053,MINNEAPOLIS W-12 P-11|1955,Others,135
Minnesota,27053,MINNEAPOLIS W-12 P-12|1956,Donald Trump,270
Minnesota,27053,MINNEAPOLIS W-12 P-12|1956,Hillary Clinton,1919
Minnesota,27053,MINNEAPOLIS W-12 P-12|1956,Others,208
Minnesota,27053,MINNEAPOLIS W-12 P-13|1957,Donald Trump,175
Minnesota,27053,MINNEAPOLIS W-12 P-13|1957,Hillary Clinton,820
Minnesota,27053,MINNEAPOLIS W-12 P-13|1957,Others,90
Minnesota,27053,MINNEAPOLIS W-13 P-01|1960,Donald Trump,354
Minnesota,27053,MINNEAPOLIS W-13 P-01|1960,Hillary Clinton,1557
Minnesota,27053,MINNEAPOLIS W-13 P-01|1960,Others,198
Minnesota,27053,MINNEAPOLIS W-13 P-02|1965,Donald Trump,155
Minnesota,27053,MINNEAPOLIS W-13 P-02|1965,Hillary Clinton,913
Minnesota,27053,MINNEAPOLIS W-13 P-02|1965,Others,77
Minnesota,27053,MINNEAPOLIS W-13 P-03|1970,Donald Trump,143
Minnesota,27053,MINNEAPOLIS W-13 P-03|1970,Hillary Clinton,1335
Minnesota,27053,MINNEAPOLIS W-13 P-03|1970,Others,95
Minnesota,27053,MINNEAPOLIS W-13 P-04|1975,Donald Trump,207
Minnesota,27053,MINNEAPOLIS W-13 P-04|1975,Hillary Clinton,1343
Minnesota,27053,MINNEAPOLIS W-13 P-04|1975,Others,107
Minnesota,27053,MINNEAPOLIS W-13 P-05|1980,Donald Trump,152
Minnesota,27053,MINNEAPOLIS W-13 P-05|1980,Hillary Clinton,1238
Minnesota,27053,MINNEAPOLIS W-13 P-05|1980,Others,115
Minnesota,27053,MINNEAPOLIS W-13 P-06|1985,Donald Trump,170
Minnesota,27053,MINNEAPOLIS W-13 P-06|1985,Hillary Clinton,1560
Minnesota,27053,MINNEAPOLIS W-13 P-06|1985,Others,126
Minnesota,27053,MINNEAPOLIS W-13 P-07|1990,Donald Trump,337
Minnesota,27053,MINNEAPOLIS W-13 P-07|1990,Hillary Clinton,2092
Minnesota,27053,MINNEAPOLIS W-13 P-07|1990,Others,172
Minnesota,27053,MINNEAPOLIS W-13 P-08|1995,Donald Trump,276
Minnesota,27053,MINNEAPOLIS W-13 P-08|1995,Hillary Clinton,1487
Minnesota,27053,MINNEAPOLIS W-13 P-08|1995,Others,136
Minnesota,27053,MINNEAPOLIS W-13 P-09|2000,Donald Trump,435
Minnesota,27053,MINNEAPOLIS W-13 P-09|2000,Hillary Clinton,1878
Minnesota,27053,MINNEAPOLIS W-13 P-09|2000,Others,199
Minnesota,27053,MINNEAPOLIS W-13 P-10|2005,Donald Trump,89
Minnesota,27053,MINNEAPOLIS W-13 P-10|2005,Hillary Clinton,885
Minnesota,27053,MINNEAPOLIS W-13 P-10|2005,Others,57
Minnesota,27053,MINNEAPOLIS W-13 P-11|2010,Donald Trump,237
Minnesota,27053,MINNEAPOLIS W-13 P-11|2010,Hillary Clinton,1287
Minnesota,27053,MINNEAPOLIS W-13 P-11|2010,Others,103
Minnesota,27053,MINNEAPOLIS W-13 P-12|2015,Donald Trump,111
Minnesota,27053,MINNEAPOLIS W-13 P-12|2015,Hillary Clinton,853
Minnesota,27053,MINNEAPOLIS W-13 P-12|2015,Others,62
Minnesota,27053,MINNEAPOLIS W-13 P-13|2020,Donald Trump,136
Minnesota,27053,MINNEAPOLIS W-13 P-13|2020,Hillary Clinton,1290
Minnesota,27053,MINNEAPOLIS W-13 P-13|2020,Others,114
Minnesota,27053,MINNEAPOLIS W-2 P-01|1410,Donald Trump,134
Minnesota,27053,MINNEAPOLIS W-2 P-01|1410,Hillary Clinton,1008
Minnesota,27053,MINNEAPOLIS W-2 P-01|1410,Others,128
Minnesota,27053,MINNEAPOLIS W-2 P-02|1415,Donald Trump,80
Minnesota,27053,MINNEAPOLIS W-2 P-02|1415,Hillary Clinton,1119
Minnesota,27053,MINNEAPOLIS W-2 P-02|1415,Others,111
Minnesota,27053,MINNEAPOLIS W-2 P-03|1420,Donald Trump,165
Minnesota,27053,MINNEAPOLIS W-2 P-03|1420,Hillary Clinton,1339
Minnesota,27053,MINNEAPOLIS W-2 P-03|1420,Others,215
Minnesota,27053,MINNEAPOLIS W-2 P-04|1425,Donald Trump,222
Minnesota,27053,MINNEAPOLIS W-2 P-04|1425,Hillary Clinton,909
Minnesota,27053,MINNEAPOLIS W-2 P-04|1425,Others,159
Minnesota,27053,MINNEAPOLIS W-2 P-05|1430,Donald Trump,198
Minnesota,27053,MINNEAPOLIS W-2 P-05|1430,Hillary Clinton,1767
Minnesota,27053,MINNEAPOLIS W-2 P-05|1430,Others,193
Minnesota,27053,MINNEAPOLIS W-2 P-06|1435,Donald Trump,87
Minnesota,27053,MINNEAPOLIS W-2 P-06|1435,Hillary Clinton,876
Minnesota,27053,MINNEAPOLIS W-2 P-06|1435,Others,112
Minnesota,27053,MINNEAPOLIS W-2 P-07|1440,Donald Trump,89
Minnesota,27053,MINNEAPOLIS W-2 P-07|1440,Hillary Clinton,577
Minnesota,27053,MINNEAPOLIS W-2 P-07|1440,Others,72
Minnesota,27053,MINNEAPOLIS W-2 P-08|1445,Donald Trump,210
Minnesota,27053,MINNEAPOLIS W-2 P-08|1445,Hillary Clinton,2056
Minnesota,27053,MINNEAPOLIS W-2 P-08|1445,Others,179
Minnesota,27053,MINNEAPOLIS W-2 P-09|1450,Donald Trump,60
Minnesota,27053,MINNEAPOLIS W-2 P-09|1450,Hillary Clinton,766
Minnesota,27053,MINNEAPOLIS W-2 P-09|1450,Others,108
Minnesota,27053,MINNEAPOLIS W-2 P-10|1455,Donald Trump,345
Minnesota,27053,MINNEAPOLIS W-2 P-10|1455,Hillary Clinton,1254
Minnesota,27053,MINNEAPOLIS W-2 P-10|1455,Others,243
Minnesota,27053,MINNEAPOLIS W-2 P-11|1456,Donald Trump,150
