county_fips,candidatevotes,totalvotes
19065,2553,10186
19065,3621,10186
19067,2195,8032
19067,2552,8032
19069,1437,5130
19069,1996,5130
19071,1257,3857
19071,1460,3857
19073,1659,5057
19073,1570,5057
19075,1876,7276
19075,3069,7276
19077,1839,6371
19077,2441,6371
19079,2457,7943
19079,2525,7943
19081,1709,6172
19081,2692,6172
19083,2655,8989
19083,3209,8989
19085,2276,8155
19085,3304,8155
19087,3676,9982
19087,2849,9982
19089,1224,4958
19089,1909,4958
19091,1751,5327
19091,2074,5327
19093,1236,3849
19093,1649,3849
19095,2841,9742
19095,3194,9742
19097,3077,11135
19097,3880,11135
19099,5054,20184
19099,7071,20184
19101,2267,8959
19101,2209,8959
19103,11179,83851
19103,12027,83851
19105,2782,10989
19105,3814,10989
19107,1384,5303
19107,2425,5303
19109,2911,9090
19109,3377,9090
19111,4547,16734
19111,5261,16734
19113,24996,127458
19113,28748,127458
19115,1532,5332
19115,1974,5332
19117,1622,4630
19117,1673,4630
19119,2547,6863
19119,3171,6863
19121,2935,9824
19121,3590,9824
19123,4486,11404
19123,3834,11404
19125,5576,19232
19125,7146,19232
19127,5051,18136
19127,4559,18136
19129,3160,8268
19129,2456,8268
19131,1820,5822
19131,1864,5822
19133,1239,4728
19133,2023,4728
19135,1414,4088
19135,1564,4088
19137,1722,5327
19137,1944,5327
19139,5185,20671
19139,5680,20671
19141,2487,7551
19141,3384,7551
19143,1080,3328
19143,1615,3328
19145,2674,7528
19145,2654,7528
19147,1631,4958
19147,1747,4958
19149,5047,14188
19149,5468,14188
19151,1315,3823
19151,1517,3823
19153,37909,258755
19153,69655,258755
19155,12944,45744
19155,13408,45744
19157,2713,10140
19157,2960,10140
19159,944,2714
19159,1030,2714
19161,1602,5535
19161,2467,5535
19163,24946,92599
19163,19012,92599
19165,2674,6795
19165,2037,6795
19167,6314,19051
19167,9461,19051
19169,8208,51038
19169,12333,51038
19171,1820,9048
19171,3505,9048
19173,891,3249
19173,1579,3249
19175,2040,6185
19175,1984,6185
19177,931,3791
19177,1939,3791
19179,3962,15633
19179,5574,15633
19181,7824,31039
19181,10044,31039
19183,3400,11765
19183,3591,11765
19185,1042,3109
19185,1302,3109
19187,5031,17822
19187,5939,17822
19189,1436,5970
19189,2290,5970
19191,3801,12064
19191,2462,12064
19193,13356,45362
19193,12570,45362
19195,871,4418
19195,1871,4418
19197,1908,6254
19197,2240,6254
20001,4218,5892
20003,2929,3792
20005,4906,7440
20007,2014,2342
20009,8608,11130
20011,5023,6676
20013,3262,4471
20015,22634,32520
20017,1123,1491
20019,1402,1639
20021,6766,9128
20023,1183,1429
20025,904,1067
20027,3177,4182
20029,3242,4263
20031,3489,4565
20033,762,916
20035,9656,14231
20037,10045,16645
20039,1260,1498
20041,7126,9349
20043,2976,3709
20045,17286,59495
20047,1141,1431
20049,1140,1361
20051,9758,13800
20053,2148,2853
20055,7236,11800
20057,5803,8915
20059,8479,12477
20061,5323,9603
20063,1291,1471
20065,1080,1337
20067,1936,2501
20069,1911,2288
20071,549,641
20073,2444,3077
20075,698,859
20077,2168,2678
20079,10182,17309
20081,1122,1410
20083,875,1045
20085,4517,6584
20087,6334,9782
20089,1387,1628
20091,155631,347214
20093,1164,1455
20095,3130,3949
20097,980,1165
20099,5735,8563
20101,762,895
20103,21610,36490
20105,1283,1579
20107,4048,5046
20109,1249,1458
20111,7550,13988
20113,9964,14438
20115,4465,6111
20117,3729,5114
20119,1523,1825
20121,12308,17937
20123,2504,3101
20125,9931,13426
20127,2124,2899
20129,1034,1198
20131,4664,5684
20133,4970,6877
20135,1339,1513
20137,2007,2415
20139,5705,8035
20141,1629,1945
20143,2610,3191
20145,2045,2739
20147,2418,2781
20149,9452,13083
20151,3108,4137
20153,1261,1504
20155,18443,27941
20157,2182,2657
20159,3262,4319
20161,11610,25171
20163,2325,2699
20165,1350,1677
20167,2790,3467
20169,15722,24531
20171,2014,2354
20173,122416,223688
20175,3372,5294
20177,40443,85657
20179,1282,1445
20181,2269,2727
20183,1763,2129
20185,1645,2034
20187,614,776
20189,1760,2031
20191,8105,10928
20193,3130,3810
20195,1363,1630
20197,2845,3902
20199,770,825
20201,2363,2883
20203,808,968
20205,3153,3954
20207,1228,1546
20209,18934,56785
21001,7276,8763
21003,7586,9363
21005,9657,13240
21007,3356,4225
21009,14654,20055
21011,3986,5627
21013,8140,10044
21015,44811,66953
21017,6190,9643
21019,14295,21741
21021,8872,14467
21023,3398,4244
21025,4265,5661
21027,7701,10197
21029,30708,41964
21031,4960,6122
21033,4906,6428
21035,11351,17443
21037,28482,48833
21039,2159,2638
21041,2954,4135
21043,8775,11585
21045,6179,7171
21047,15080,23863
21049,11811,18128
21051,6677,7590
21053,4280,4932
21055,3451,4242
21057,2769,3309
21059,31023,49240
21061,4828,6131
21063,2246,2995
21065,5100,6538
21067,58845,152664
21069,5534,7066
21071,12250,16351
21073,12900,26059
21075,1605,2421
21077,2955,3849
21079,6754,8703
21081,8725,11106
21083,13206,17018
21085,9453,11983
21087,4838,5812
21089,13064,18176
21091,3145,4587
21093,29832,48941
21095,9367,10971
21097,6334,8853
21099,6345,8369
21101,12730,20688
21103,5843,8107
21105,1714,2199
21107,15757,21509
21109,5453,6113
21111,150619,386093
21113,17096,26251
21115,8450,10192
21117,48123,82108
21119,4779,6251
21121,11012,13273
21123,5685,7301
21125,23234,28097
21127,5633,6955
21129,2159,2659
21131,4321,4811
21133,7226,9135
21135,4986,5883
21137,8489,10913
21139,4010,5003
21141,9067,12346
21143,3100,4228
21145,21820,33521
21147,5664,6435
21149,3633,4782
21151,27353,43903
21153,4174,5446
21155,6113,8928
21157,13297,17601
21159,3496,3930
21161,5477,7958
21163,10184,14110
21165,2311,3102
21167,8506,11735
21169,3959,5012
21171,4628,5330
21173,8993,12837
21175,4297,5535
21177,10496,14229
21179,15703,23245
21181,2408,3396
21183,8582,11127
21185,22651,37936
21187,4292,5456
21189,1670,1895
21191,5515,6925
21193,8118,10606
21195,20279,25368
21197,4041,5505
21199,25441,31537
21201,884,1146
21203,6577,7783
21205,5994,10058
21207,7506,8939
21209,17764,28950
21211,15054,23542
21213,5888,8732
21215,8737,11429
21217,9376,12510
21219,4060,5351
21221,5487,7375
21223,3227,4319
21225,4965,6576
21227,31790,55351
21229,4482,6223
21231,7430,9240
21233,4506,5991
21235,12567,15347
21237,2097,2979
21239,8362,15211
22001,22596,28425
22003,7574,9810
22005,40687,62325
22007,7271,11235
22009,12028,17292
22011,13575,16357
22013,3891,7050
22015,38074,54655
22017,48021,104912
22019,55066,82663
22021,3976,4762
22023,3671,4039
22025,3541,4858
22027,3770,6580
22029,5550,8828
22031,9112,14736
22033,88420,208182
22035,1080,3036
22037,6064,10509
22039,11053,15412
22041,6970,9720
22043,8117,9392
22045,21251,32713
22047,7893,16719
22049,5394,7632
22051,105949,193733
22053,11423,14841
22055,72519,114521
22057,36024,45388
22059,6378,7077
22061,11311,19275
22063,54877,65230
22065,1930,4670
22067,6510,11574
22069,9358,16554
22071,26664,177819
22073,42255,69166
22075,7412,11014
22077,7503,12371
22079,38347,58865
22081,2413,4132
22083,6607,9940
22085,8776,10596
22087,11179,17650
22089,18233,28517
22091,2714,6158
22093,5954,12590
22095,7538,21432
22097,23171,41154
22099,18203,27038
22101,14811,23186
22103,99666,140110
22105,37806,57661
22107,1197,2554
22109,34339,46240
22111,8407,11201
22113,21930,27324
22115,14107,17268
22117,13307,19513
22119,11830,18216
22121,7684,14097
22123,4317,5052
22125,3863,6268
22127,4619,6225
23001,29268,59361
23003,21080,36210
23005,59584,195914
23007,8754,17599
23009,14982,35676
23011,34721,72615
23013,9982,26032
23015,10256,23857
23017,17698,33810
23019,44825,86133
23021,6143,9996
23023,9755,24280
23025,16644,27873
23027,11196,24566
23029,10194,17570
23031,54817,131042
26001,4848,7064
26003,3014,5128
26005,41392,67094
26007,10686,16969
26009,9748,15949
26011,5928,8831
26013,2512,4038
26015,23471,35905
26017,33125,60255
26019,6601,12262
26021,43519,82391
26023,14064,20536
26025,36221,66281
26027,16699,26216
26029,9841,17000
26031,10186,15868
26033,10681,17642
26035,10861,16281
26037,25098,47927
26039,5087,7861
26041,13207,21151
26043,9617,14589
26045,31798,64327
26047,12135,22177
26049,98714,221360
26051,9893,14603
26053,4600,8266
26055,30502,60236
26057,12102,19127
26059,17037,23302
26061,10378,18501
26063,12731,18437
26065,47639,144550
26067,20657,32209
26069,9759,15363
26071,4216,6789
26073,14815,29421
26075,47372,80861
26077,56823,143414
26079,7436,10631
26081,165741,361048
26083,862,1557
26085,3946,6323
26087,35482,52650
26089,7916,16900
26091,31541,53375
26093,76982,127197
26095,2109,3001
26097,4304,7015
26099,263863,494256
26101,8321,14655
26103,16286,37462
26105,10207,17254
26107,13267,21049
26109,8117,12607
26111,27675,49088
26113,6648,8755
26115,52710,87148
26117,21815,32100
26119,4171,5859
26121,45133,92444
26123,18857,27161
26125,325971,770351
26127,8892,14062
26129,8253,11907
26131,2358,3804
26133,8928,12329
26135,3466,4874
26137,9779,14757
26139,100913,168713
26141,5342,8344
26143,9670,15018
26145,50785,103349
26147,59185,92064
26149,18127,27936
26151,16194,22446
26153,3090,4745
26155,23149,39224
26157,20297,29445
26159,21591,39066
26161,56241,216418
26163,264553,872469
26165,12102,18265
27001,6258,10025
27003,104902,211132
27005,12438,19401
27007,12188,24189
27009,14382,22260
27011,1863,2974
27013,16731,36051
27015,9552,14635
27017,9791,20369
27019,34009,66361
27021,11620,18289
27023,4250,6611
27025,21916,34570
27027,15043,32239
27029,3372,4708
27031,1203,3806
27033,4165,6107
27035,25676,40173
27037,109638,262259
27039,7783,12187
27041,15799,24165
27043,5191,7914
27045,7301,12141
27047,9578,16818
27049,16052,28636
27051,2269,3654
27053,205973,755969
27055,6334,11440
27057,8202,12965
27059,16491,24235
27061,15239,26561
27063,3948,5819
27065,6278,9242
27067,14437,23367
27069,1546,2639
27071,4131,6922
27073,2528,4040
27075,3393,7202
27077,1704,2408
27079,10775,16818
27081,2121,3115
27083,7979,12893
27085,13986,20933
27087,1142,2304
27089,3721,5113
27091,7480,11009
27093,9359,13529
27095,9952,14689
27097,14821,19558
27099,10025,19345
27101,3363,4896
27103,9018,19125
27105,5600,8715
27107,1953,3441
27109,39692,91385
27111,23800,36399
27113,4532,7277
27115,10256,16001
27117,3553,4940
27119,9865,15594
27121,4417,7022
27123,77376,295977
27125,1454,2196
27127,5771,8284
27129,5467,8128
27131,17464,35686
27133,3583,5240
27135,6065,8421
27137,49017,119531
27139,45872,87965
27141,36222,55612
27143,5864,8452
27145,50959,84835
27147,12656,21128
27149,3044,5085
27151,3316,5193
27153,9753,13257
27155,1172,1864
27157,8153,13123
27159,5520,7677
27161,6624,10389
27163,73764,166786
27165,3103,5201
27167,2328,3430
27169,13227,27173
27171,51973,82426
27173,3734,5528
28001,5696,13759
28003,12818,15793
28005,4503,7196
28007,5178,8823
28009,2570,4289
28011,4671,13744
28013,4625,6590
28015,3924,5701
28017,4175,8141
28019,3001,4223
28021,603,4449
28023,5417,8338
28025,4181,10189
28027,2375,8501
28029,6250,12883
28031,5854,9360
28033,46462,76124
28035,17290,31654
28037,2923,4461
28039,9713,11049
28041,4794,5812
28043,6081,10911
28045,16132,20957
28047,46822,75768
28049,25141,99995
28051,1369,8115
28053,1118,4189
28055,308,676
28057,9438,10819
28059,36295,54543
28061,4302,8736
28063,531,3908
28065,2534,6213
28067,21226,30091
28069,1787,4731
28071,12949,23423
28073,20704,28485
28075,17967,31247
28077,4285,6613
28079,5228,9200
28081,24207,36954
28083,3129,10893
28085,11596,16801
28087,13800,27241
28089,31091,56212
28091,8273,12177
28093,7566,15817
28095,11177,17259
28097,2917,5075
28099,8320,11703
28101,6997,10183
28103,1240,5339
28105,9004,19757
28107,8060,15627
28109,19595,24033
28111,4500,5916
28113,8479,17342
28115,11550,14361
28117,8370,10644
28119,1026,3226
28121,50895,70655
28123,6285,10733
28125,688,2183
28127,7635,11815
28129,6458,8327
28131,5964,7878
28133,2799,9681
28135,2488,5685
28137,8707,13093
28139,8054,10102
28141,7933,9138
28143,926,3562
28145,10373,12683
28147,4220,7119
28149,10365,21053
28151,5300,18008
28153,6307,10056
28155,4291,5395
28157,1324,4127
28159,5112,9236
28161,3671,6535
28163,4832,10436
29001,6413,10336
29003,7255,9752
29005,2199,2814
29007,7732,10656
29009,12425,15598
29011,5168,6077
29013,6597,8416
29015,8109,10476
29017,5167,5983
29019,38646,91168
29021,22450,36598
29023,14602,18141
29025,3725,4682
29027,14815,21144
29029,18850,24812
29031,28907,40328
29033,3706,4532
29035,2451,2897
29037,37197,57408
29039,5788,7044
29041,3111,4077
29043,34920,46839
29045,2672,3394
29047,64605,126569
29049,7799,10888
29051,26086,39529
29053,6272,8693
29055,8725,10973
29057,3414,4119
29059,6619,8104
29061,3102,3911
29063,3828,4843
29065,5987,7142
29067,5898,7000
29069,8135,10419
29071,38058,53685
29073,6222,7923
29075,2581,3237
29077,83630,141800
29079,3585,4437
29081,3198,3826
29083,8027,10788
29085,3966,5080
29087,1976,2343
29089,3553,5092
29091,15181,18650
29093,3596,4592
29095,100142,196418
29097,37728,52352
29099,77046,116688
29101,15489,23123
29103,1486,1854
29105,13762,16793
29107,12273,17055
29109,14426,17905
29111,3553,4609
29113,21848,29018
29115,4363,5726
29117,5267,6758
29119,7465,9053
29121,6076,7836
29123,4584,5676
29125,3892,4771
29127,9915,13348
29129,1541,1779
29131,10176,12382
29133,3537,4756
29135,5744,7157
29137,3477,4483
29139,4465,5772
29141,7442,9487
29143,5447,7250
29145,22120,28405
29147,6865,9893
29149,3847,4739
29151,6425,7539
29153,4064,4864
29155,4120,5735
29157,7657,9447
29159,13854,19097
29161,13480,19568
29163,5863,7695
29165,28917,57270
29167,11850,15064
29169,10329,14414
29171,1984,2361
29173,4396,5662
29175,8018,10744
29177,8345,11649
29179,2733,3298
29181,4839,5717
29183,128389,222017
29185,3932,4974
29186,6630,9484
29187,20511,28001
29189,199493,536446
29195,6451,9519
29197,1606,2003
29199,1560,1984
29201,13769,17719
29203,3165,3906
29205,2700,3350
29207,11484,13426
29209,14800,18483
29211,1974,2471
29213,20508,26288
29215,9478,11315
29217,7155,9185
29219,13222,18375
29221,8047,9976
29223,4987,5878
29225,14880,18779
29227,877,1107
29229,7453,8739
29510,21474,133867
2938000,26393,136645
32001,9367,12881
32003,430809,972308
32005,21623,34117
32007,16734,21957
32009,395,480
32011,887,1008
32013,5877,7771
32015,2198,2765
32017,2067,2446
32019,20906,30229
32021,1420,2327
32023,17527,25376
32027,1731,2320
32029,1901,2868
32031,116653,251956
32033,3400,4363
32510,16113,29739
33001,20899,38391
33003,16150,33221
33005,17898,44220
33007,8617,16515
33009,19905,53966
33011,104625,230941
33013,39711,89805
33015,95858,198798
33017,30489,73596
33019,11508,24380
34001,64438,140031
34003,204417,495849
34005,103345,261497
34007,86207,264616
34009,33158,57714
34011,28952,62408
34013,75475,345311
34015,83340,172654
34017,65698,249850
34019,43153,84242
34021,51641,176604
34023,143467,374362
34025,191808,378151
34027,141134,299322
34029,217740,341516
34031,92009,223707
34033,18827,33922
34035,71996,185859
34037,51698,87960
34039,80002,252991
34041,34769,60787
35001,116135,317590
35003,1698,2326
35005,15656,22443
35006,3975,8903
35007,3271,6016
35009,10444,15101
35011,656,901
35013,32802,82641
35015,17454,23222
35017,6553,14435
35019,917,2189
35021,319,505
35023,1120,1974
35025,16531,20918
35027,6942,10306
35028,4278,12293
35029,4408,8103
35031,7801,26486
35033,903,2686
35035,14521,23571
35037,2634,3873
35039,5408,16628
35041,4634,6608
35043,34174,76562
35045,32874,52294
35047,3421,11531
35049,18329,82227
35051,3542,5945
35053,3255,7160
35055,3715,17181
35057,4772,7281
35059,1388,1789
35061,17364,32277
36001,51081,154727
36003,14135,20895
36005,67740,432399
36007,43800,93494
36009,22155,35018
36011,19512,36760
36013,34853,59770
36015,21922,39711
36017,13482,22417
36019,16514,35637
36021,14464,35781
36023,10789,21892
36025,13387,23074
36027,66872,151889
36029,197527,476787
36031,8976,19470
36033,9668,19420
36035,15378,24072
36037,18876,29431
36039,14271,25320
36041,2225,3489
36043,18870,29560
36045,25629,44129
36047,202772,920380
36049,8894,13036
36051,18182,31656
36053,18408,34266
36055,145661,383499
36057,12745,21246
36059,326716,738369
36061,85185,701405
36063,56068,104866
36065,57180,101696
36067,90619,235686
36069,29039,60085
36071,84996,173305
36073,12126,18314
36075,32138,54852
36077,14382,28223
36079,29283,55318
36081,212665,794498
36083,36500,79962
36085,123320,217899
36087,73186,151381
36089,24608,45267
36091,61305,133556
36093,30741,75381
36095,9903,15810
36097,5621,9799
36099,8329,15718
36101,29474,46516
36103,375821,757877
36105,18665,35132
36107,14791,25170
36109,11096,46048
36111,37590,98160
36113,17699,36394
36115,15941,28256
36117,26204,45031
36119,144713,462265
36121,13898,19483
36123,6208,10788
37001,5289,86091
37001,11057,86091
37001,29543,86091
37001,167,86091
37003,850,20236
37003,2741,20236
37003,12251,20236
37003,46,20236
37005,358,6076
37005,849,6076
37005,3299,6076
37005,21,6076
37007,218,11194
37007,2098,11194
37007,2990,11194
37007,15,11194
37009,923,15814
37009,3680,15814
37009,6781,15814
37009,67,15814
37011,459,9458
37011,2863,9458
37011,3784,9458
37011,66,9458
37013,1047,26315
37013,4331,26315
37013,11014,26315
37013,45,26315
37015,153,9815
37015,1047,9815
37015,2608,9815
37015,9,9815
37017,551,17125
37017,2126,17125
37017,6971,17125
37017,28,17125
37019,6424,90175
37019,7904,90175
37019,41248,90175
37019,274,90175
37021,6159,161569
37021,11763,161569
37021,44341,161569
37021,149,161569
37023,2112,44602
37023,5880,44602
37023,22973,44602
37023,54,44602
37025,7184,117227
37025,12829,117227
37025,42997,117227
37025,227,117227
37027,2311,42829
37027,5437,42829
37027,24259,42829
37027,112,42829
37029,254,5953
37029,1173,5953
37029,2870,5953
37029,15,5953
37031,2053,42695
37031,6392,42695
37031,21541,42695
37031,42,42695
37033,542,12051
37033,2655,12051
37033,3857,12051
37033,35,12051
37035,4236,83425
37035,10907,83425
37035,41330,83425
37035,115,83425
37037,2392,48599
37037,3457,48599
37037,15292,48599
37037,45,48599
37039,1010,16423
37039,4183,16423
37039,7401,16423
37039,34,16423
37041,269,7784
37041,727,7784
37041,3466,7784
37041,9,7784
37043,334,6893
37043,1374,6893
37043,3384,6893
37043,20,6893
37045,2503,51308
37045,7057,51308
37045,24128,51308
37045,110,51308
37047,869,26446
37047,5406,26446
37047,10436,26446
37047,121,26446
37049,3120,53065
37049,5465,53065
37049,22362,53065
37049,85,53065
37051,6032,147150
37051,12930,147150
37051,40875,147150
37051,195,147150
37053,669,16147
37053,4666,16147
37053,6290,16147
37053,32,16147
37055,1193,24232
37055,3656,24232
37055,9076,24232
37055,13,24232
37057,5951,88514
37057,15613,88514
37057,42969,88514
37057,125,88514
37059,1385,25311
37059,3992,25311
37059,12802,25311
37059,49,25311
37061,655,22715
37061,4166,22715
37061,8930,22715
37061,42,22715
37063,5420,179914
37063,4708,179914
37063,22228,179914
37063,103,179914
37065,549,25477
37065,2573,25477
37065,6047,25477
37065,37,25477
37067,12154,201270
37067,17067,201270
37067,55560,201270
37067,283,201270
37069,1534,37351
37069,4957,37351
37069,14356,37351
37069,54,37351
37071,6770,115498
37071,12552,115498
37071,53506,115498
37071,205,115498
37073,222,5971
37073,1160,5971
37073,1973,5971
37073,12,5971
37075,225,4665
37075,961,4665
37075,2489,4665
37075,35,4665
37077,1562,31598
37077,2918,31598
37077,12122,31598
37077,45,31598
37079,250,8753
37079,1455,8753
37079,3161,8753
37079,8,8753
37081,12471,284486
37081,21451,284486
37081,73211,284486
37081,161,284486
37083,531,25759
37083,2489,25759
37083,6999,25759
37083,61,25759
37085,3545,58293
37085,5890,58293
37085,25628,58293
37085,114,58293
37087,1905,36542
37087,5471,36542
37087,15386,36542
37087,72,36542
37089,4730,68371
37089,8272,68371
37089,26983,68371
37089,47,68371
37091,184,10634
37091,984,10634
37091,2304,10634
37091,7,10634
37093,827,21639
37093,2207,21639
37093,6395,21639
37093,24,21639
37095,69,2492
37095,861,2492
37095,479,2492
37095,9,2492
37097,7075,102371
37097,13914,102371
37097,45913,102371
37097,108,102371
37099,777,21428
37099,2636,21428
37099,7874,21428
37099,69,21428
37101,5441,111357
37101,13528,111357
37101,49217,111357
37101,167,111357
37103,202,5525
37103,1155,5525
37103,1914,5525
37103,9,5525
37105,1366,29008
37105,2669,29008
37105,12407,29008
37105,27,29008
37107,947,28409
37107,2746,28409
37107,10849,28409
37107,48,28409
37109,2788,50217
37109,6673,50217
37109,26804,50217
37109,76,50217
37111,1148,23003
37111,4666,23003
37111,11056,23003
37111,13,23003
37113,1480,20743
37113,3168,20743
37113,9526,20743
37113,37,20743
37115,467,13076
37115,1993,13076
37115,5486,13076
37115,33,13076
37117,400,12540
37117,2502,12540
37117,3606,12540
37117,24,12540
37119,29329,567053
37119,30267,567053
37119,119320,567053
37119,295,567053
37121,554,9041
37121,1396,9041
37121,5099,9041
37121,41,9041
37123,500,12849
37123,2706,12849
37123,5168,12849
37123,37,12849
37125,4370,58339
37125,7023,58339
37125,25281,58339
37125,90,58339
37127,1752,52271
37127,5320,52271
37127,18614,52271
37127,141,52271
37129,7332,131830
37129,9853,131830
37129,45946,131830
37129,200,131830
37131,263,10110
37131,1337,10110
37131,2381,10110
37131,8,10110
37133,3987,72235
37133,9972,72235
37133,31729,72235
37133,390,72235
37135,2594,84997
37135,4522,84997
37135,13030,84997
37135,30,84997
37137,348,7631
37137,1283,7631
37137,3194,7631
37137,24,7631
37139,758,19897
37139,2287,19897
37139,6681,19897
37139,44,19897
37141,1711,34169
37141,3200,34169
37141,16970,34169
37141,75,34169
37143,270,7484
37143,891,7484
37143,3737,7484
37143,5,7484
37145,853,21894
37145,2946,21894
37145,9335,21894
37145,50,21894
37147,2758,87573
37147,7839,87573
37147,28131,87573
37147,254,87573
37149,827,12358
37149,2054,12358
37149,4788,12358
37149,20,12358
37151,3939,73316
37151,12052,73316
37151,40735,73316
37151,168,73316
37153,690,20763
37153,2574,20763
37153,8510,20763
37153,56,20763
37155,1382,47188
37155,9629,47188
37155,16242,47188
37155,553,47188
37157,1902,47809
37157,7313,47809
37157,21917,47809
37157,169,47809
37159,4413,73408
37159,11463,73408
37159,33295,73408
37159,126,73408
37161,2012,34429
37161,6702,34429
37161,16003,34429
37161,174,34429
37163,877,28618
37163,3513,28618
37163,12990,28618
37163,31,28618
37165,540,14775
37165,1505,14775
37165,5375,14775
37165,53,14775
37167,1712,33939
37167,5110,33939
37167,18540,33939
37167,96,33939
37169,1365,25701
37169,6205,25701
37169,12490,25701
37169,82,25701
37171,2413,36638
37171,5422,36638
37171,19599,36638
37171,104,36638
37173,269,7068
37173,1149,7068
37173,2737,7068
37173,6,7068
37175,1034,20404
37175,2694,20404
37175,7873,20404
37175,35,20404
37177,47,1817
37177,321,1817
37177,676,1817
37177,0,1817
37179,6877,131011
37179,14548,131011
37179,58728,131011
37179,229,131011
37181,707,20999
37181,1520,20999
37181,6162,20999
37181,2,20999
37183,37047,631830
37183,45498,631830
37183,142914,631830
37183,738,631830
37185,325,10293
37185,1039,10293
37185,2384,10293
37185,4,10293
37187,212,6205
37187,680,6205
37187,1887,6205
37187,2,6205
37189,1332,32220
37189,2795,32220
37189,10267,32220
37189,57,32220
37191,2403,55537
37191,5386,55537
37191,22817,55537
37191,103,55537
37193,2301,35466
37193,9366,35466
37193,15823,35466
37193,102,35466
37195,1593,40735
37195,4623,40735
37195,13316,40735
37195,49,40735
37197,1154,19923
37197,5410,19923
37197,9332,19923
37197,37,19923
37199,565,11352
37199,1725,11352
37199,5202,11352
37199,24,11352
38001,981,1269
38003,3568,5565
38005,1094,1961
38007,541,635
38009,2575,3471
38011,1395,1657
38013,994,1155
38015,34744,50753
38017,42619,86053
38019,1499,2020
38021,1742,2424
38023,904,1202
38025,1951,2338
38027,854,1261
38029,1738,2009
38031,1362,1778
38033,871,1026
38035,16987,30970
38037,1145,1381
38039,907,1250
38041,1091,1312
38043,1215,1460
38045,1645,2219
38047,930,1076
38049,2364,3003
38051,1153,1455
38053,4482,5419
38055,4198,5536
38057,3856,4675
38059,12243,16619
38061,2824,4165
38063,1141,1777
38065,918,1066
38067,2460,3331
38069,1585,2128
38071,3577,5372
38073,1418,2454
38075,1065,1319
38077,5072,7812
38079,1257,3804
38081,1266,2070
38083,688,812
38085,258,1186
38087,380,427
38089,12110,15050
38091,652,1088
38093,6994,9959
38095,830,1174
38097,2522,4136
38099,3324,4783
38101,19974,28246
38103,1893,2374
38105,11739,14334
41001,7352,9932
41003,14878,52799
41005,110509,257679
41007,10218,23910
41009,17150,32221
41011,21829,37075
41013,11287,15448
41015,8484,14925
41017,55646,125234
41019,43298,64349
41021,834,1178
41023,3545,4596
41025,3475,4481
41027,3955,13090
41029,63869,127165
41031,7189,11913
41033,31751,51641
41035,25308,36726
41037,3470,4363
41039,80336,222253
41041,12460,30726
41043,43486,72640
41045,8187,11804
41047,79002,165534
41049,3586,5118
41051,82995,463659
41053,23732,48291
41055,921,1208
41057,8354,16888
41059,21270,33038
41061,10298,14944
41063,3404,5149
41065,7035,14130
41067,99073,320326
41069,711,965
41071,29551,58923
42001,37523,56540
42003,282324,719733
42005,27489,36370
42007,54759,94122
42009,23025,27574
42011,109736,205540
42013,45306,63595
42015,21600,30159
42017,187367,396234
42019,74359,113305
42021,48085,70574
42023,1771,2434
42025,21984,33629
42027,36372,77493
42029,128565,314502
42031,14578,19493
42033,29203,39422
42035,11902,17625
42037,20098,31171
42039,28559,42004
42041,77212,141595
42043,66408,147368
42045,118532,327931
42047,12140,16906
42049,66869,137083
42051,41227,62139
42053,1882,2646
42055,57245,80783
42057,6824,7977
42059,12579,17669
42061,17061,22792
42063,28089,41198
42065,17960,22824
42067,9649,12043
42069,52334,115410
42071,160209,280239
42073,29597,46076
42075,46731,71652
42077,84259,184713
42079,86929,153321
42081,41462,59254
42083,14083,19466
42085,36143,57954
42087,16670,21502
42089,38726,83829
42091,185460,510157
42093,5844,9771
42095,83854,170942
42097,28952,42283
42099,18293,24652
42101,132740,741377
42103,19213,32554
42105,7239,9064
42107,48871,70603
42109,13983,19140
42111,31466,40543
42113,2619,3595
42115,15207,21752
42117,15742,21075
42119,12356,20115
42121,18569,26528
42123,14237,20650
42125,72080,118478
42127,18637,28089
42129,130218,204697
42131,9936,14858
42133,146733,238471
44001,9745,28415
44003,42001,93093
44005,15722,46148
44007,102551,272667
44009,29818,76060
NA,85,1374
45001,581,12433
45001,4306,12433
45001,0,12433
45001,8,12433
45001,3320,12433
45001,0,12433
45003,5162,85185
45003,27763,85185
45003,27,85185
45003,16,85185
45003,18606,85185
45003,15,85185
45005,59,3593
45005,442,3593
45005,0,3593
45005,0,3593
45005,330,3593
45005,4,3593
45007,11505,96093
45007,49622,96093
45007,72,96093
45007,159,96093
45007,6110,96093
45007,97,96093
45009,180,6482
45009,1361,6482
45009,0,6482
45009,4,6482
45009,872,6482
45009,0,6482
45011,329,10321
45011,2862,10321
45011,8,10321
45011,0,10321
45011,2289,10321
45011,4,10321
45013,9122,97835
45013,26945,97835
45013,87,97835
45013,42,97835
45013,16804,97835
45013,194,97835
45015,8375,104458
45015,30574,104458
45015,26,104458
45015,51,104458
45015,18313,104458
45015,58,104458
45017,357,8291
45017,2657,8291
45017,12,8291
45017,3,8291
45017,1276,8291
45017,0,8291
45019,19661,218857
45019,29421,218857
45019,33,218857
45019,127,218857
45019,43845,218857
45019,210,218857
45021,690,25270
45021,11462,25270
45021,72,25270
45021,0,25270
45021,5816,25270
45021,3,25270
45023,512,15757
45023,4986,15757
45023,0,15757
45023,0,15757
