"","county_fips","total_candidatevotes","totalvotes","Vote_Trump_county"
"1376",27101,3363,4896,0.686887254901961
"1377",27103,9018,19125,0.471529411764706
"1378",27105,5600,8715,0.642570281124498
"1379",27107,1953,3441,0.567567567567568
"1380",27109,39692,91385,0.434338239317175
"1381",27111,23800,36399,0.653864117146075
"1382",27113,4532,7277,0.622784114332829
"1383",27115,10256,16001,0.64095994000375
"1384",27117,3553,4940,0.719230769230769
"1385",27119,9865,15594,0.632615108375016
"1386",27121,4417,7022,0.629023070350328
"1387",27123,77376,295977,0.261425718890319
"1388",27125,1454,2196,0.662112932604736
"1389",27127,5771,8284,0.696644133268952
"1390",27129,5467,8128,0.672613188976378
"1391",27131,17464,35686,0.489379588634198
"1392",27133,3583,5240,0.683778625954198
"1393",27135,6065,8421,0.720223251395321
"1394",27137,49017,119531,0.41007772042399
"1395",27139,45872,87965,0.521480134144262
"1396",27141,36222,55612,0.651334244407682
"1397",27143,5864,8452,0.69380028395646
"1398",27145,50959,84835,0.600683680084871
"1399",27147,12656,21128,0.599015524422567
"1400",27149,3044,5085,0.598623402163225
"1401",27151,3316,5193,0.638551896784132
"1402",27153,9753,13257,0.735686806969903
"1403",27155,1172,1864,0.628755364806867
"1404",27157,8153,13123,0.621275622952069
"1405",27159,5520,7677,0.719030871434154
"1406",27161,6624,10389,0.637597458850708
"1407",27163,73764,166786,0.442267336587004
"1408",27165,3103,5201,0.596616035377812
"1409",27167,2328,3430,0.678717201166181
"1410",27169,13227,27173,0.486769955470504
"1411",27171,51973,82426,0.630541334045083
"1412",27173,3734,5528,0.675470332850941
"1413",28001,5696,13759,0.413983574387674
"1414",28003,12818,15793,0.811625403659849
"1415",28005,4503,7196,0.625764313507504
"1416",28007,5178,8823,0.586875212512751
"1417",28009,2570,4289,0.599207274422942
"1418",28011,4671,13744,0.339857392316647
"1419",28013,4625,6590,0.701820940819423
"1420",28015,3924,5701,0.688300298193299
"1421",28017,4175,8141,0.512836260901609
"1422",28019,3001,4223,0.710632251953587
"1423",28021,603,4449,0.135536075522589
"1424",28023,5417,8338,0.64967618133845
"1425",28025,4181,10189,0.410344489154971
"1426",28027,2375,8501,0.2793788966004
"1427",28029,6250,12883,0.485135449817589
"1428",28031,5854,9360,0.62542735042735
"1429",28033,46462,76124,0.610346277126793
"1430",28035,17290,31654,0.546218487394958
"1431",28037,2923,4461,0.655234252409774
"1432",28039,9713,11049,0.87908408000724
"1433",28041,4794,5812,0.824845147969718
"1434",28043,6081,10911,0.557327467693154
"1435",28045,16132,20957,0.769766665076108
"1436",28047,46822,75768,0.617965367965368
"1437",28049,25141,99995,0.251422571128556
"1438",28051,1369,8115,0.168699938385705
"1439",28053,1118,4189,0.266889472427787
"1440",28055,308,676,0.455621301775148
"1441",28057,9438,10819,0.872354191699787
"1442",28059,36295,54543,0.665438278055846
"1443",28061,4302,8736,0.492445054945055
"1444",28063,531,3908,0.135875127942682
"1445",28065,2534,6213,0.407854498631901
"1446",28067,21226,30091,0.705393639294141
"1447",28069,1787,4731,0.377721411963644
"1448",28071,12949,23423,0.552832685821628
"1449",28073,20704,28485,0.72683868702826
"1450",28075,17967,31247,0.574999199923193
"1451",28077,4285,6613,0.647966127324966
"1452",28079,5228,9200,0.568260869565217
"1453",28081,24207,36954,0.655057639227147
"1454",28083,3129,10893,0.287248691820435
"1455",28085,11596,16801,0.690197012082614
"1456",28087,13800,27241,0.506589332256525
"1457",28089,31091,56212,0.553102540382836
"1458",28091,8273,12177,0.679395581834606
"1459",28093,7566,15817,0.478346083328065
"1460",28095,11177,17259,0.647604148560171
"1461",28097,2917,5075,0.574778325123153
"1462",28099,8320,11703,0.710928821669657
"1463",28101,6997,10183,0.687125601492684
"1464",28103,1240,5339,0.232253230942124
"1465",28105,9004,19757,0.45573720706585
"1466",28107,8060,15627,0.515773980930441
"1467",28109,19595,24033,0.815337244621978
"1468",28111,4500,5916,0.760649087221095
"1469",28113,8479,17342,0.488928612616769
"1470",28115,11550,14361,0.804261541675371
"1471",28117,8370,10644,0.786358511837655
"1472",28119,1026,3226,0.318040917544947
"1473",28121,50895,70655,0.72033118675253
"1474",28123,6285,10733,0.585577191838256
"1475",28125,688,2183,0.315162620247366
"1476",28127,7635,11815,0.646212441811257
"1477",28129,6458,8327,0.775549417557344
"1478",28131,5964,7878,0.757044935262757
"1479",28133,2799,9681,0.289123024480942
"1480",28135,2488,5685,0.43764291996482
"1481",28137,8707,13093,0.665011838386924
"1482",28139,8054,10102,0.797267867748961
"1483",28141,7933,9138,0.868133070693806
"1484",28143,926,3562,0.259966311061202
"1485",28145,10373,12683,0.81786643538595
"1486",28147,4220,7119,0.592779884815283
"1487",28149,10365,21053,0.492328884244526
"1488",28151,5300,18008,0.294313638382941
"1489",28153,6307,10056,0.627187748607796
"1490",28155,4291,5395,0.795366079703429
"1491",28157,1324,4127,0.320814150714805
"1492",28159,5112,9236,0.553486357730619
"1493",28161,3671,6535,0.561744452945677
"1494",28163,4832,10436,0.463012648524339
"1495",29001,6413,10336,0.620452786377709
"1496",29003,7255,9752,0.743949958982773
"1497",29005,2199,2814,0.781449893390192
"1498",29007,7732,10656,0.725600600600601
"1499",29009,12425,15598,0.796576484164636
"1500",29011,5168,6077,0.850419614941583
"1501",29013,6597,8416,0.783864068441065
"1502",29015,8109,10476,0.77405498281787
"1503",29017,5167,5983,0.863613571786729
"1504",29019,38646,91168,0.423898736398736
"1505",29021,22450,36598,0.613421498442538
"1506",29023,14602,18141,0.804917038751998
"1507",29025,3725,4682,0.795600170867151
"1508",29027,14815,21144,0.700671585319712
"1509",29029,18850,24812,0.759713042076415
"1510",29031,28907,40328,0.716797262447927
"1511",29033,3706,4532,0.817740511915269
"1512",29035,2451,2897,0.846047635484985
"1513",29037,37197,57408,0.647941053511706
"1514",29039,5788,7044,0.821692220329358
"1515",29041,3111,4077,0.763061074319352
"1516",29043,34920,46839,0.745532569013002
"1517",29045,2672,3394,0.787271655863288
"1518",29047,64605,126569,0.51043304442636
"1519",29049,7799,10888,0.716293166789126
"1520",29051,26086,39529,0.659920564648739
"1521",29053,6272,8693,0.721500057517543
"1522",29055,8725,10973,0.795133509523376
"1523",29057,3414,4119,0.82884195193008
"1524",29059,6619,8104,0.816757156959526
"1525",29061,3102,3911,0.793147532600358
"1526",29063,3828,4843,0.790419161676647
"1527",29065,5987,7142,0.83828059367124
"1528",29067,5898,7000,0.842571428571429
"1529",29069,8135,10419,0.780785104136673
"1530",29071,38058,53685,0.708913104219056
"1531",29073,6222,7923,0.78530859522908
"1532",29075,2581,3237,0.797343219029966
"1533",29077,83630,141800,0.589774330042313
"1534",29079,3585,4437,0.807978363759297
"1535",29081,3198,3826,0.835859905906952
"1536",29083,8027,10788,0.744067482387838
"1537",29085,3966,5080,0.780708661417323
"1538",29087,1976,2343,0.843363209560393
"1539",29089,3553,5092,0.697761194029851
"1540",29091,15181,18650,0.813994638069705
"1541",29093,3596,4592,0.783101045296167
"1542",29095,100142,196418,0.509841256911281
"1543",29097,37728,52352,0.720660146699266
"1544",29099,77046,116688,0.660273549979432
"1545",29101,15489,23123,0.669852527786187
"1546",29103,1486,1854,0.80151024811219
"1547",29105,13762,16793,0.819508128386828
"1548",29107,12273,17055,0.719613016710642
"1549",29109,14426,17905,0.805696732756213
"1550",29111,3553,4609,0.770883054892601
"1551",29113,21848,29018,0.752911985664071
"1552",29115,4363,5726,0.761962975899406
"1553",29117,5267,6758,0.779372595442439
"1554",29119,7465,9053,0.824588534187562
"1555",29121,6076,7836,0.775395610005105
"1556",29123,4584,5676,0.807610993657505
"1557",29125,3892,4771,0.815761894780968
"1558",29127,9915,13348,0.742807911297573
"1559",29129,1541,1779,0.866216975829117
"1560",29131,10176,12382,0.821838152156356
"1561",29133,3537,4756,0.743692178301093
"1562",29135,5744,7157,0.802570909598994
"1563",29137,3477,4483,0.775596698639304
"1564",29139,4465,5772,0.773562023562024
"1565",29141,7442,9487,0.784441867819121
"1566",29143,5447,7250,0.751310344827586
"1567",29145,22120,28405,0.778736138003873
"1568",29147,6865,9893,0.693924997472961
"1569",29149,3847,4739,0.811774635999156
"1570",29151,6425,7539,0.852235044435601
"1571",29153,4064,4864,0.835526315789474
"1572",29155,4120,5735,0.718395815170009
"1573",29157,7657,9447,0.810521858791151
"1574",29159,13854,19097,0.725454259831387
"1575",29161,13480,19568,0.688879803761243
"1576",29163,5863,7695,0.761923326835607
"1577",29165,28917,57270,0.504924044002095
"1578",29167,11850,15064,0.786643653744025
"1579",29169,10329,14414,0.716594977105592
"1580",29171,1984,2361,0.840321897501059
"1581",29173,4396,5662,0.776404097492052
"1582",29175,8018,10744,0.746276991809382
"1583",29177,8345,11649,0.716370503905915
"1584",29179,2733,3298,0.828684050939964
"1585",29181,4839,5717,0.846422949099178
"1586",29183,128389,222017,0.578284545778026
"1587",29185,3932,4974,0.790510655408122
"1588",29186,6630,9484,0.699072121467735
"1589",29187,20511,28001,0.732509553230242
"1590",29189,199493,536446,0.371878996208379
"1591",29195,6451,9519,0.677697237104738
"1592",29197,1606,2003,0.801797304043934
"1593",29199,1560,1984,0.786290322580645
"1594",29201,13769,17719,0.777075455725492
"1595",29203,3165,3906,0.810291858678955
"1596",29205,2700,3350,0.805970149253731
"1597",29207,11484,13426,0.855355280798451
"1598",29209,14800,18483,0.800735811286047
"1599",29211,1974,2471,0.798866855524079
"1600",29213,20508,26288,0.780127814972611
"1601",29215,9478,11315,0.837649138311975
"1602",29217,7155,9185,0.778987479586282
"1603",29219,13222,18375,0.71956462585034
"1604",29221,8047,9976,0.806635926222935
"1605",29223,4987,5878,0.848417829193603
"1606",29225,14880,18779,0.79237446083391
"1607",29227,877,1107,0.79223125564589
"1608",29229,7453,8739,0.852843574779723
"1609",29510,21474,133867,0.160412947178916
"1610",30001,3923,5661,0.692987104751811
"1611",30003,2207,4784,0.461329431438127
"1612",30005,1469,3117,0.471286493423163
"1613",30007,3173,4097,0.774469123749085
"1614",30009,4468,7052,0.633579126488939
"1615",30011,775,864,0.896990740740741
"1616",30013,23315,39885,0.584555597342359
"1617",30015,1891,2965,0.637774030354131
"1618",30017,4205,5860,0.717576791808874
"1619",30019,799,1014,0.787968441814596
"1620",30021,3758,4825,0.778860103626943
"1621",30023,2186,4891,0.446943365364956
"1622",30025,1375,1575,0.873015873015873
"1623",30027,4869,6507,0.748271092669433
"1624",30029,38321,59936,0.639365323011212
"1625",30031,31696,70979,0.446554614745206
"1626",30033,764,813,0.939729397293973
"1627",30035,1884,5617,0.335410361402884
"1628",30037,414,503,0.823061630218688
"1629",30039,1419,2102,0.675071360608944
"1630",30041,3957,7182,0.550960735171262
"1631",30043,5345,8151,0.655747761010919
"1632",30045,1040,1344,0.773809523809524
"1633",30047,9322,16626,0.560688078912547
"1634",30049,21409,42265,0.506542056074766
"1635",30051,821,1083,0.758079409048938
"1636",30053,8672,11747,0.738231037711756
"1637",30055,956,1128,0.847517730496454
"1638",30057,4191,6087,0.688516510596353
"1639",30059,833,1110,0.75045045045045
"1640",30061,1828,2563,0.713226687475614
"1641",30063,26347,71495,0.368515280788866
"1642",30065,2423,2881,0.841027421034363
"1643",30067,6025,11566,0.520923396161162
"1644",30069,298,348,0.85632183908046
"1645",30071,1936,2382,0.812762384550798
"1646",30073,2031,2995,0.678130217028381
"1647",30075,970,1136,0.85387323943662
"1648",30077,2355,3179,0.740798993394149
"1649",30079,603,744,0.810483870967742
"1650",30081,19114,28507,0.670501981969341
"1651",30083,4800,5798,0.827871679889617
"1652",30085,1996,4017,0.496888225043565
"1653",30087,2486,3773,0.658892128279883
"1654",30089,5660,7622,0.742587247441616
"1655",30091,1403,2030,0.691133004926108
"1656",30093,7745,18658,0.415103440883267
"1657",30095,4462,5724,0.779524807826695
"1658",30097,1840,2446,0.752248569092396
"1659",30099,2608,3679,0.708888284860016
"1660",30101,1596,2119,0.753185464841907
"1661",30103,373,460,0.810869565217391
"1662",30105,3135,4261,0.735742783384182
"1663",30107,823,1068,0.77059925093633
"1664",30109,516,598,0.862876254180602
"1665",30111,50772,83821,0.605719330478042
"1666",31001,10085,14602,0.690658813861115
"1667",31003,3093,3583,0.863243092380687
"1668",31005,260,284,0.915492957746479
"1669",31007,362,410,0.882926829268293
"1670",31009,280,317,0.883280757097792
"1671",31011,2653,3217,0.824681380167858
"1672",31013,4002,5181,0.772437753329473
"1673",31015,1010,1153,0.875975715524718
"1674",31017,1470,1679,0.87552114353782
"1675",31019,16640,23589,0.70541354020942
"1676",31021,2580,3731,0.691503618332887
"1677",31023,3542,4498,0.787461093819475
"1678",31025,10121,15284,0.66219576027218
"1679",31027,4174,4996,0.83546837469976
"1680",31029,1740,1993,0.873055694932263
"1681",31031,2844,3265,0.871056661562021
"1682",31033,3813,4765,0.800209863588667
"1683",31035,2848,3558,0.800449690837549
"1684",31037,2636,3717,0.709174065106268
"1685",31039,3507,4451,0.787912828577848
"1686",31041,5090,5993,0.849324211580177
"1687",31043,3926,6794,0.577862820135414
"1688",31045,2931,4121,0.711235137102645
"1689",31047,6524,9178,0.710830246241011
"1690",31049,871,1032,0.843992248062015
"1691",31051,2335,3083,0.757379176127149
"1692",31053,10984,16876,0.65086513391799
"1693",31055,119159,274951,0.433382675458536
"1694",31057,883,999,0.883883883883884
"1695",31059,2359,3134,0.75271218889598
"1696",31061,1437,1724,0.833526682134571
"1697",31063,1229,1440,0.853472222222222
"1698",31065,2163,2601,0.831603229527105
"1699",31067,7445,11068,0.672659920491507
"1700",31069,1016,1195,0.85020920502092
"1701",31071,933,1075,0.867906976744186
"1702",31073,893,1118,0.798747763864043
"1703",31075,375,402,0.932835820895522
"1704",31077,1016,1258,0.807631160572337
"1705",31079,16189,24374,0.664191351440059
"1706",31081,4309,5533,0.778781854328574
"1707",31083,1615,1928,0.837655601659751
"1708",31085,494,534,0.925093632958802
"1709",31087,1264,1469,0.860449285228046
"1710",31089,4769,5537,0.861296731081813
"1711",31091,376,442,0.850678733031674
"1712",31093,2786,3501,0.795772636389603
"1713",31095,2616,3716,0.703982777179763
"1714",31097,1518,2229,0.681022880215343
"1715",31099,2822,3604,0.783018867924528
"1716",31101,3544,4364,0.812098991750687
"1717",31103,476,529,0.899810964083176
"1718",31105,1563,1874,0.834044823906083
"1719",31107,3721,4697,0.792207792207792
"1720",31109,70092,156091,0.449045748954136
"1721",31111,13071,17107,0.764073186414918
"1722",31113,407,450,0.904444444444444
"1723",31115,370,454,0.814977973568282
"1724",31117,275,302,0.910596026490066
"1725",31119,11940,15765,0.757373929590866
"1726",31121,3419,4257,0.803147756636129
"1727",31123,2113,2557,0.826359014470082
"1728",31125,1437,1828,0.786105032822757
"1729",31127,2428,3423,0.709319310546304
"1730",31129,1857,2303,0.806339557099435
"1731",31131,5649,8315,0.679374624173181
"1732",31133,1071,1429,0.749475157452764
"1733",31135,1321,1544,0.855569948186529
"1734",31137,4157,5009,0.829906168895987
"1735",31139,3462,4006,0.864203694458313
"1736",31141,12186,15673,0.777515472468577
"1737",31143,2291,2879,0.795762417506078
"1738",31145,4525,5452,0.829970652971387
"1739",31147,3073,4126,0.744789142026176
"1740",31149,744,841,0.884661117717004
"1741",31151,3631,5770,0.629289428076257
"1742",31153,51979,95673,0.543298527275198
"1743",31155,9108,12735,0.715194346289753
"1744",31157,10952,15469,0.707996638438167
"1745",31159,6490,9142,0.709910304091009
"1746",31161,2292,2672,0.857784431137725
"1747",31163,1322,1698,0.778563015312132
"1748",31165,642,729,0.880658436213992
"1749",31167,2561,3161,0.810186649794369
"1750",31169,2308,2980,0.774496644295302
"1751",31171,377,427,0.882903981264637
"1752",31173,1180,2325,0.50752688172043
"1753",31175,1901,2340,0.812393162393162
"1754",31177,8583,12413,0.691452509465883
"1755",31179,3055,4200,0.727380952380952
"1756",31181,1511,1876,0.80543710021322
"1757",31183,438,502,0.872509960159363
"1758",31185,5337,7143,0.747165056698866
"1759",32001,9367,12881,0.727195093548638
"1760",32003,430809,972308,0.443078736367489
"1761",32005,21623,34117,0.633789606354603
"1762",32007,16734,21957,0.762125973493647
"1763",32009,395,480,0.822916666666667
"1764",32011,887,1008,0.879960317460317
"1765",32013,5877,7771,0.756273323896538
"1766",32015,2198,2765,0.79493670886076
"1767",32017,2067,2446,0.845053147996729
"1768",32019,20906,30229,0.691587548380694
"1769",32021,1420,2327,0.61022776106575
"1770",32023,17527,25376,0.690691992433796
"1771",32027,1731,2320,0.746120689655172
"1772",32029,1901,2868,0.662831241283124
"1773",32031,116653,251956,0.462989569607392
"1774",32033,3400,4363,0.779280311712125
"1775",32510,16113,29739,0.541813779884999
"1776",33001,20899,38391,0.544372378942981
"1777",33003,16150,33221,0.4861382860239
"1778",33005,17898,44220,0.404748982360923
"1779",33007,8617,16515,0.521768089615501
"1780",33009,19905,53966,0.368843345810325
"1781",33011,104625,230941,0.453037788872483
"1782",33013,39711,89805,0.442191414731919
"1783",33015,95858,198798,0.482187949576958
"1784",33017,30489,73596,0.414275232349584
"1785",33019,11508,24380,0.472026251025431
"1786",34001,64438,140031,0.460169533888925
"1787",34003,204417,495849,0.412256553910566
"1788",34005,103345,261497,0.395205298722356
"1789",34007,86207,264616,0.325781509810442
"1790",34009,33158,57714,0.574522646151714
"1791",34011,28952,62408,0.463914882707345
"1792",34013,75475,345311,0.218571085195664
"1793",34015,83340,172654,0.482699503052347
"1794",34017,65698,249850,0.262949769861917
"1795",34019,43153,84242,0.512250421405
"1796",34021,51641,176604,0.292411270412901
"1797",34023,143467,374362,0.383230669779518
"1798",34025,191808,378151,0.507225949422321
"1799",34027,141134,299322,0.471512284429477
"1800",34029,217740,341516,0.637568957237728
"1801",34031,92009,223707,0.411292449498675
"1802",34033,18827,33922,0.555008549024232
"1803",34035,71996,185859,0.38736891944969
"1804",34037,51698,87960,0.587744429286039
"1805",34039,80002,252991,0.316224687834745
"1806",34041,34769,60787,0.571980851168835
"1807",35001,116135,317590,0.36567587140653
"1808",35003,1698,2326,0.730008598452279
"1809",35005,15656,22443,0.697589448825915
"1810",35006,3975,8903,0.446478715039874
"1811",35007,3271,6016,0.543716755319149
"1812",35009,10444,15101,0.691609827163764
"1813",35011,656,901,0.728079911209767
"1814",35013,32802,82641,0.396921624859331
"1815",35015,17454,23222,0.751614847988976
"1816",35017,6553,14435,0.453966054728091
"1817",35019,917,2189,0.418912745545911
"1818",35021,319,505,0.631683168316832
"1819",35023,1120,1974,0.567375886524823
"1820",35025,16531,20918,0.790276317047519
"1821",35027,6942,10306,0.673588201047933
"1822",35028,4278,12293,0.348002928495892
"1823",35029,4408,8103,0.543996050845366
"1824",35031,7801,26486,0.294532960809484
"1825",35033,903,2686,0.336187639612807
"1826",35035,14521,23571,0.616053625217428
"1827",35037,2634,3873,0.68009295120062
"1828",35039,5408,16628,0.32523454414241
"1829",35041,4634,6608,0.701271186440678
"1830",35043,34174,76562,0.446357200700086
"1831",35045,32874,52294,0.628638084675106
"1832",35047,3421,11531,0.296678518775475
"1833",35049,18329,82227,0.222907317547764
"1834",35051,3542,5945,0.595794785534062
"1835",35053,3255,7160,0.454608938547486
"1836",35055,3715,17181,0.216227227751586
"1837",35057,4772,7281,0.65540447740695
"1838",35059,1388,1789,0.775852431525992
"1839",35061,17364,32277,0.537968212659169
"1840",36001,51081,154727,0.330136304588081
"1841",36003,14135,20895,0.67647762622637
"1842",36005,67740,432399,0.156660861842881
"1843",36007,43800,93494,0.468479260701221
"1844",36009,22155,35018,0.63267462447884
"1845",36011,19512,36760,0.530794341675734
"1846",36013,34853,59770,0.583118621381964
"1847",36015,21922,39711,0.552038478003576
"1848",36017,13482,22417,0.601418566266673
"1849",36019,16514,35637,0.463394786317591
"1850",36021,14464,35781,0.40423688549789
"1851",36023,10789,21892,0.492828430476887
"1852",36025,13387,23074,0.580176822397504
"1853",36027,66872,151889,0.440268880564096
"1854",36029,197527,476787,0.414287721770938
"1855",36031,8976,19470,0.461016949152542
"1856",36033,9668,19420,0.49783728115345
"1857",36035,15378,24072,0.638833499501495
"1858",36037,18876,29431,0.641364547585879
"1859",36039,14271,25320,0.563625592417062
"1860",36041,2225,3489,0.637718543995414
"1861",36043,18870,29560,0.638362652232747
"1862",36045,25629,44129,0.580774547349815
"1863",36047,202772,920380,0.220313348834177
"1864",36049,8894,13036,0.682264498312366
"1865",36051,18182,31656,0.57436189032095
"1866",36053,18408,34266,0.537208895114691
"1867",36055,145661,383499,0.379821068633817
"1868",36057,12745,21246,0.599877624023346
"1869",36059,326716,738369,0.442483365363389
"1870",36061,85185,701405,0.121449091466414
"1871",36063,56068,104866,0.534663284572693
"1872",36065,57180,101696,0.562264002517306
"1873",36067,90619,235686,0.384490381269995
"1874",36069,29039,60085,0.483298660231339
"1875",36071,84996,173305,0.49044170681746
"1876",36073,12126,18314,0.6621164136726
"1877",36075,32138,54852,0.585903886822723
"1878",36077,14382,28223,0.509584381532792
"1879",36079,29283,55318,0.529357532810297
"1880",36081,212665,794498,0.267672165316967
"1881",36083,36500,79962,0.456466821740327
"1882",36085,123320,217899,0.56595027971675
"1883",36087,73186,151381,0.483455651633957
"1884",36089,24608,45267,0.543618971877968
"1885",36091,61305,133556,0.459020935038486
"1886",36093,30741,75381,0.407808333664982
"1887",36095,9903,15810,0.626375711574953
"1888",36097,5621,9799,0.573629962241045
"1889",36099,8329,15718,0.529902023158163
"1890",36101,29474,46516,0.633631438644767
"1891",36103,375821,757877,0.495886535677953
"1892",36105,18665,35132,0.531282022088125
"1893",36107,14791,25170,0.587644020659515
"1894",36109,11096,46048,0.2409659485754
"1895",36111,37590,98160,0.382946210268949
"1896",36113,17699,36394,0.48631642578447
"1897",36115,15941,28256,0.564163363533409
"1898",36117,26204,45031,0.581910239612711
"1899",36119,144713,462265,0.31305203725136
"1900",36121,13898,19483,0.713339834727711
"1901",36123,6208,10788,0.575454208379681
"1902",37001,46056,86091,0.534968812070948
"1903",37003,15888,20236,0.78513540225341
"1904",37005,4527,6076,0.74506254114549
"1905",37007,5321,11194,0.475343934250491
"1906",37009,11451,15814,0.724105223219932
"1907",37011,7172,9458,0.758299851977162
"1908",37013,16437,26315,0.624624738742162
"1909",37015,3817,9815,0.38889454915945
"1910",37017,9676,17125,0.565021897810219
"1911",37019,55850,90175,0.619351261436097
"1912",37021,62412,161569,0.386286973367416
"1913",37023,31019,44602,0.695462086901933
"1914",37025,63237,117227,0.539440572564341
"1915",37027,32119,42829,0.749935791169535
"1916",37029,4312,5953,0.724340668570469
"1917",37031,30028,42695,0.70331420541047
"1918",37033,7089,12051,0.588249937764501
"1919",37035,56588,83425,0.67830985915493
"1920",37037,21186,48599,0.435934895779749
"1921",37039,12628,16423,0.768921634293369
"1922",37041,4471,7784,0.574383350462487
"1923",37043,5112,6893,0.741621935296678
"1924",37045,33798,51308,0.658727683792001
"1925",37047,16832,26446,0.636466762459351
"1926",37049,31032,53065,0.584792235937058
"1927",37051,60032,147150,0.407964661909616
"1928",37053,11657,16147,0.721929770235957
"1929",37055,13938,24232,0.5751898316276
"1930",37057,64658,88514,0.730483313374156
"1931",37059,18228,25311,0.720161194737466
"1932",37061,13793,22715,0.607219898745322
"1933",37063,32459,179914,0.180413975566104
"1934",37065,9206,25477,0.361345527338384
"1935",37067,85064,201270,0.422636259750584
"1936",37069,20901,37351,0.559583411421381
"1937",37071,73033,115498,0.632331295780013
"1938",37073,3367,5971,0.563892145369285
"1939",37075,3710,4665,0.795284030010718
"1940",37077,16647,31598,0.52683714159124
"1941",37079,4874,8753,0.556837655660916
"1942",37081,107294,284486,0.377150369438215
"1943",37083,10080,25759,0.391319538801972
"1944",37085,35177,58293,0.603451529343146
"1945",37087,22834,36542,0.624870012588255
"1946",37089,40032,68371,0.585511401032602
"1947",37091,3479,10634,0.327158171901448
"1948",37093,9453,21639,0.436850131706641
"1949",37095,1418,2492,0.569020866773676
"1950",37097,67010,102371,0.654579910326167
"1951",37099,11356,21428,0.529960798954639
"1952",37101,68353,111357,0.613818619395278
"1953",37103,3280,5525,0.593665158371041
"1954",37105,16469,29008,0.567739933811362
"1955",37107,14590,28409,0.513569643422859
"1956",37109,36341,50217,0.723679232132545
"1957",37111,16883,23003,0.733947745946181
"1958",37113,14211,20743,0.685098587475293
"1959",37115,7979,13076,0.610201896604466
"1960",37117,6532,12540,0.520893141945774
"1961",37119,179211,567053,0.316039241481837
"1962",37121,7090,9041,0.784205287025772
"1963",37123,8411,12849,0.654603471087244
"1964",37125,36764,58339,0.630178782632544
"1965",37127,25827,52271,0.494098065849132
"1966",37129,63331,131830,0.48039899871046
"1967",37131,3989,10110,0.394559841740851
"1968",37133,46078,72235,0.637890219422718
"1969",37135,20176,84997,0.237373083755897
"1970",37137,4849,7631,0.635434412265758
"1971",37139,9770,19897,0.491028798311303
"1972",37141,21956,34169,0.642570751265767
"1973",37143,4903,7484,0.655130946018172
"1974",37145,13184,21894,0.602174111628757
"1975",37147,38982,87573,0.445137199821863
"1976",37149,7689,12358,0.622188056319793
"1977",37151,56894,73316,0.77601069343663
"1978",37153,11830,20763,0.569763521649087
"1979",37155,27806,47188,0.589259981351191
"1980",37157,31301,47809,0.654709364345625
"1981",37159,49297,73408,0.671548060156931
"1982",37161,24891,34429,0.72296610415638
"1983",37163,17411,28618,0.608393318890209
"1984",37165,7473,14775,0.505786802030457
"1985",37167,25458,33939,0.750110492353929
"1986",37169,20142,25701,0.783704914205673
"1987",37171,27538,36638,0.751623996943065
"1988",37173,4161,7068,0.588709677419355
"1989",37175,11636,20404,0.570280337188786
"1990",37177,1044,1817,0.574573472757292
"1991",37179,80382,131011,0.61355153384067
"1992",37181,8391,20999,0.399590456688414
"1993",37183,226197,631830,0.358002943829828
"1994",37185,3752,10293,0.364519576411153
"1995",37187,2781,6205,0.448186946011281
"1996",37189,14451,32220,0.448510242085661
"1997",37191,30709,55537,0.55294668419252
"1998",37193,27592,35466,0.77798454858174
"1999",37195,19581,40735,0.480692279366638
"2000",37197,15933,19923,0.799728956482457
"2001",37199,7516,11352,0.662085976039464
"2002",38001,981,1269,0.773049645390071
"2003",38003,3568,5565,0.64115004492363
"2004",38005,1094,1961,0.557878633350331
"2005",38007,541,635,0.851968503937008
"2006",38009,2575,3471,0.741861135119562
"2007",38011,1395,1657,0.84188292094146
"2008",38013,994,1155,0.860606060606061
"2009",38015,34744,50753,0.68457037022442
"2010",38017,42619,86053,0.495264546267998
"2011",38019,1499,2020,0.742079207920792
"2012",38021,1742,2424,0.718646864686469
"2013",38023,904,1202,0.752079866888519
"2014",38025,1951,2338,0.834473909324209
"2015",38027,854,1261,0.677240285487708
"2016",38029,1738,2009,0.865107018417123
"2017",38031,1362,1778,0.766029246344207
"2018",38033,871,1026,0.848927875243665
"2019",38035,16987,30970,0.548498546980949
"2020",38037,1145,1381,0.829109341057205
"2021",38039,907,1250,0.7256
"2022",38041,1091,1312,0.83155487804878
"2023",38043,1215,1460,0.832191780821918
"2024",38045,1645,2219,0.741324921135647
"2025",38047,930,1076,0.864312267657993
"2026",38049,2364,3003,0.787212787212787
"2027",38051,1153,1455,0.792439862542955
"2028",38053,4482,5419,0.827089868979517
"2029",38055,4198,5536,0.758309248554913
"2030",38057,3856,4675,0.824812834224599
"2031",38059,12243,16619,0.736686924604368
"2032",38061,2824,4165,0.678031212484994
"2033",38063,1141,1777,0.642093415869443
"2034",38065,918,1066,0.861163227016886
"2035",38067,2460,3331,0.738516961873311
"2036",38069,1585,2128,0.744830827067669
"2037",38071,3577,5372,0.665860014892033
"2038",38073,1418,2454,0.577832110839446
"2039",38075,1065,1319,0.807429871114481
"2040",38077,5072,7812,0.649257552483359
"2041",38079,1257,3804,0.330441640378549
"2042",38081,1266,2070,0.611594202898551
"2043",38083,688,812,0.847290640394089
"2044",38085,258,1186,0.217537942664418
